order_id,customer_id,order_ts,total_amount,discount_code_id
68,58,2024-08-04 03:29:07+00:00,2501.07,8
69,117,2024-03-09 04:24:12+00:00,1741.22,3
70,88,2024-07-08 16:17:52+02:00,956.55,
71,86,2024-03-09 17:24:29+01:00,4325.64,4
72,10,2023-08-04 16:37:21+02:00,2509.06,8
73,4,2024-06-04 04:26:55+00:00,3261.07,2
74,139,2023-06-19 19:04:15+00:00,397.58,5
75,114,2023-08-25 22:19:57+02:00,158.34,
76,96,2024-01-07 04:15:33+01:00,1096.4,3
77,128,2024-03-25 04:14:29+00:00,3829.36,
78,89,2024-03-27 09:40:27+00:00,18158.38,
79,147,2023-12-01 18:18:44+01:00,7294.78,
80,57,2024-04-21 06:39:16+00:00,90.07,3
81,113,2023-06-18 18:23:46+02:00,1365.0,
82,136,2024-02-12 08:53:10+01:00,2106.34,8
83,174,2024-06-05 21:25:54+00:00,2212.67,
84,164,2023-12-08 03:43:14+01:00,2203.03,
85,78,2024-02-08 03:06:15+00:00,21278.5,
86,72,2023-06-17 22:23:13+01:00,1702.17,
87,16,2023-12-21 08:12:07+01:00,2224.31,
88,33,2024-07-07 18:13:04+00:00,1601.28,
89,71,2024-08-13 04:08:34+01:00,353.64,2
90,92,2024-07-09 07:37:20+02:00,456.4,
91,135,2023-07-29 23:04:30+01:00,2693.06,9
92,103,2024-01-05 21:06:31+00:00,437.56,2
93,17,2023-08-04 08:39:40+00:00,283.44,6
94,111,2024-01-18 07:26:21+01:00,1035.88,
95,81,2024-05-06 08:23:09+00:00,73.77,2
96,111,2023-07-20 23:47:23+02:00,2325.63,10
97,27,2024-03-22 16:13:09+00:00,620.52,
98,30,2024-06-25 08:36:14+01:00,2379.46,10
99,47,2024-08-19 04:36:42+01:00,201.86,
100,97,2024-01-01 14:21:10+01:00,689.09,
101,173,2023-07-12 08:28:42+01:00,2474.18,
102,73,2024-05-13 21:37:31+00:00,188.39,1
103,78,2023-09-17 04:48:16+01:00,308.96,
104,45,2023-08-06 12:34:45+02:00,170.88,6
105,112,2023-06-10 14:58:04+01:00,14083.62,10
106,177,2023-12-03 02:27:54+02:00,1132.88,
107,131,2024-04-20 03:33:32+02:00,641.57,6
108,45,2024-04-04 04:48:48+00:00,863.12,
109,18,2024-01-27 14:40:19+01:00,2131.96,6
110,158,2024-03-31 16:24:29+00:00,18303.84,1
111,88,2024-05-31 02:32:41+02:00,2004.88,
112,105,2024-07-01 10:43:38+02:00,268.62,6
113,143,2024-05-13 12:18:16+00:00,578.27,10
114,80,2024-05-01 22:42:25+02:00,10985.28,2
115,131,2023-12-03 00:23:19+02:00,2376.12,6
116,170,2023-11-20 19:08:38+01:00,1347.78,
117,94,2024-05-12 23:15:28+00:00,3998.83,
118,119,2024-06-28 09:49:24+00:00,449.79,3
119,96,2024-03-10 03:45:54+00:00,290.37,5
120,116,2024-02-18 04:53:27+02:00,2511.88,4
121,21,2023-12-09 07:01:20+02:00,220.54,6
122,179,2024-07-30 04:48:45+01:00,82.03,
123,66,2023-09-19 04:35:46+00:00,792.82,2
124,164,2024-07-11 19:29:04+02:00,9007.44,8
125,62,2024-03-19 13:11:42+00:00,3441.61,
126,12,2024-04-21 12:23:16+00:00,347.84,
127,188,2024-05-02 20:06:49+00:00,950.14,6
128,200,2024-05-16 14:44:30+00:00,6222.35,
129,52,2023-06-23 06:56:02+01:00,1743.37,9
130,168,2023-11-17 08:07:51+01:00,1735.95,
131,22,2024-06-07 13:05:27+00:00,1225.94,3
132,177,2024-01-14 11:28:02+00:00,11771.01,6
133,9,2023-08-04 02:15:49+00:00,1527.3,
134,147,2023-08-10 16:23:25+01:00,700.54,4
135,128,2024-02-21 12:58:35+02:00,1039.11,
136,35,2024-08-10 02:28:11+00:00,778.29,
137,182,2023-07-04 17:34:18+01:00,1148.45,3
138,127,2023-06-14 11:35:36+01:00,43937.34,
139,82,2024-04-24 02:28:29+00:00,1578.82,3
140,83,2024-05-29 07:22:33+01:00,1844.94,5
141,158,2024-02-29 02:32:41+02:00,116.13,10
142,21,2023-06-24 20:49:36+01:00,632.39,10
143,77,2024-01-19 02:44:03+02:00,2461.5,
144,34,2024-06-24 11:32:35+02:00,1448.35,
145,99,2024-08-16 19:26:15+02:00,931.6,10
146,128,2023-06-12 02:25:32+01:00,2382.4,4
147,35,2023-10-14 23:23:48+01:00,5446.89,
148,130,2024-01-17 17:17:52+00:00,1026.81,2
149,143,2023-12-05 04:12:38+00:00,136.38,
150,36,2024-05-31 10:51:30+00:00,8037.44,
151,122,2024-07-22 00:23:21+00:00,2908.04,
152,44,2024-02-24 20:46:39+01:00,457.05,
153,5,2024-01-12 10:26:09+01:00,6023.3,7
154,118,2024-02-28 10:34:22+00:00,16095.39,5
155,177,2024-05-26 15:20:30+01:00,956.78,5
156,198,2024-07-16 04:18:02+01:00,631.89,2
157,144,2024-05-22 08:08:06+00:00,1585.94,4
158,14,2023-07-22 13:21:45+01:00,1572.22,
159,168,2024-08-24 15:30:41+02:00,346.44,5
160,107,2024-08-02 05:59:58+02:00,1579.29,7
161,117,2024-04-24 17:33:31+02:00,9885.44,8
162,184,2023-09-04 00:47:21+01:00,11999.6,4
163,103,2024-05-08 03:11:08+01:00,805.16,
164,115,2024-06-20 08:21:19+00:00,3095.38,1
165,41,2023-12-25 21:32:59+00:00,1278.77,2
166,117,2024-06-17 19:23:26+00:00,1671.14,8
167,147,2024-03-01 04:10:20+00:00,408.98,
168,15,2024-01-19 04:32:26+01:00,1013.99,9
169,109,2023-11-24 22:04:34+02:00,1338.0,2
170,115,2024-08-19 12:24:05+00:00,1151.63,9
171,136,2023-08-05 23:14:53+02:00,699.23,5
172,40,2023-10-20 06:59:56+00:00,3393.45,1
173,63,2024-06-14 01:25:28+02:00,275.05,1
174,148,2024-04-02 21:52:20+02:00,1286.83,
175,71,2023-07-02 17:37:56+00:00,2153.15,7
176,97,2023-09-03 17:30:15+02:00,1095.84,
177,143,2024-02-27 04:24:15+01:00,510.96,
178,24,2024-03-01 23:53:12+02:00,8480.08,
179,55,2023-09-06 23:07:47+01:00,1227.28,10
180,98,2024-01-25 17:41:22+01:00,3952.75,
181,145,2024-08-16 07:47:09+02:00,2899.82,
182,141,2024-05-01 21:21:16+01:00,1007.33,8
183,20,2024-07-23 21:03:48+02:00,671.79,
184,130,2024-01-20 11:03:39+00:00,2907.69,10
185,138,2023-10-25 00:32:52+00:00,469.42,3
186,62,2023-09-07 19:33:16+01:00,16209.5,
187,168,2024-08-13 20:48:02+02:00,2808.7,
188,166,2024-07-06 10:36:54+02:00,147.08,1
189,12,2023-07-09 21:59:17+00:00,3672.25,1
190,193,2024-07-25 22:52:25+02:00,2348.6,
191,26,2024-01-10 07:53:04+01:00,2858.87,10
192,48,2024-05-14 18:42:24+02:00,7571.07,5
193,98,2024-05-30 20:09:47+01:00,100.93,
194,79,2024-01-14 11:48:17+02:00,2004.36,
195,7,2023-07-16 11:35:05+00:00,2023.73,6
196,44,2023-08-11 08:19:17+01:00,3328.77,
197,124,2024-07-05 02:23:16+02:00,8029.36,8
198,113,2023-11-19 13:52:52+00:00,870.31,3
199,82,2023-10-28 23:44:40+01:00,22799.41,4
200,152,2024-03-06 05:43:49+00:00,3487.07,
201,62,2023-10-08 21:09:45+01:00,548.18,2
202,28,2024-06-28 07:42:42+01:00,4114.29,
203,131,2024-06-17 16:35:37+00:00,483.85,8
204,124,2023-07-24 09:26:58+02:00,1599.54,
205,53,2024-02-22 15:22:30+02:00,1459.92,
206,174,2024-07-14 05:59:47+02:00,4476.51,9
207,60,2024-07-13 12:40:11+02:00,2723.74,7
208,72,2024-06-20 22:51:50+02:00,480.08,9
209,30,2023-10-13 21:55:31+00:00,2490.32,6
210,81,2023-07-31 07:19:07+02:00,956.12,
211,148,2023-12-14 13:11:31+00:00,1746.11,3
212,125,2023-08-09 06:52:24+00:00,1387.97,8
213,75,2023-06-17 08:14:34+01:00,2467.05,
214,139,2024-07-26 01:48:46+01:00,691.01,7
215,9,2024-01-17 08:22:55+02:00,261.94,
216,189,2024-03-28 22:22:55+00:00,860.72,7
217,146,2023-11-27 17:17:38+00:00,1107.65,
218,16,2023-10-20 20:08:44+02:00,1143.88,
219,97,2024-01-18 02:40:50+02:00,1093.93,
220,188,2024-01-21 20:42:44+01:00,849.5,9
221,141,2024-03-22 04:36:54+01:00,805.32,1
222,5,2023-08-03 05:28:29+02:00,1019.58,7
223,24,2024-05-01 11:16:05+01:00,142.66,3
224,186,2024-05-24 07:27:41+02:00,248.09,1
225,133,2024-05-14 14:00:00+00:00,649.66,
226,123,2023-07-07 07:24:05+00:00,698.22,2
227,18,2024-02-27 18:00:39+00:00,1224.71,
228,26,2023-08-11 03:37:46+01:00,2459.25,
229,169,2024-08-22 09:13:33+00:00,812.92,7
230,128,2024-04-22 19:04:33+02:00,290.68,6
231,140,2024-05-15 05:48:30+02:00,276.93,
232,56,2023-06-21 01:50:25+00:00,4285.99,
233,131,2023-09-13 04:34:20+01:00,1197.28,2
234,30,2024-01-19 19:38:03+01:00,253.82,3
235,180,2023-06-06 05:31:22+00:00,532.34,5
236,198,2023-06-16 10:51:27+01:00,1020.89,5
237,66,2024-06-30 03:57:36+00:00,2077.27,4
238,10,2024-03-10 22:47:41+01:00,1825.64,
239,147,2023-12-08 03:32:43+02:00,3910.8,
240,95,2023-09-11 09:36:50+01:00,768.64,4
241,7,2023-09-28 17:22:40+00:00,14502.27,6
242,27,2023-09-14 16:15:26+01:00,2857.91,3
243,192,2023-07-14 18:06:32+02:00,24.34,7
244,112,2024-05-05 04:15:18+01:00,1457.71,7
245,35,2024-07-04 18:06:09+02:00,1932.89,
246,119,2023-10-14 03:05:10+00:00,1370.73,
247,67,2024-07-24 05:01:25+01:00,390.15,9
248,32,2023-06-07 01:53:49+02:00,692.62,
249,166,2024-01-14 04:05:57+01:00,4943.51,
250,175,2024-01-05 05:22:13+02:00,18350.66,
251,23,2023-10-22 12:08:26+02:00,236.52,9
252,123,2024-03-05 15:22:58+00:00,1289.31,7
253,15,2024-07-19 15:33:22+00:00,387.94,3
254,69,2024-02-29 23:03:48+02:00,929.97,7
255,181,2024-05-24 11:36:36+02:00,1470.38,4
256,155,2023-09-21 00:33:30+02:00,3875.67,
257,135,2024-08-14 11:04:23+00:00,1260.72,7
258,182,2024-03-14 22:56:59+00:00,1174.57,4
259,155,2023-11-10 19:14:40+00:00,4302.35,
260,182,2024-05-09 20:46:56+01:00,5362.36,
261,185,2023-06-01 01:24:28+00:00,5882.78,
262,140,2023-12-10 03:53:30+00:00,6815.98,4
263,6,2023-11-11 08:06:04+01:00,2010.11,
264,168,2023-08-24 19:56:27+02:00,1989.9,
265,61,2023-07-20 01:25:36+00:00,94.84,3
266,110,2023-07-15 09:52:42+00:00,700.54,4
267,44,2024-04-22 09:05:30+02:00,4995.57,
268,95,2023-09-04 14:02:16+01:00,151.02,
269,193,2024-05-22 21:06:05+00:00,13295.0,
270,21,2023-12-20 22:02:32+00:00,647.45,10
271,21,2024-05-15 13:12:52+00:00,22459.3,
272,180,2024-04-15 18:33:50+01:00,75.36,
273,145,2024-07-04 03:50:18+00:00,18825.24,7
274,71,2023-12-24 04:39:38+00:00,3709.46,1
275,78,2023-11-07 08:53:31+00:00,746.64,4
276,187,2023-12-31 19:41:05+02:00,2104.6,
277,35,2024-07-04 16:56:36+02:00,5619.36,
278,13,2023-12-02 22:12:17+01:00,1593.78,9
279,151,2024-03-09 11:22:10+01:00,2901.59,2
280,166,2023-09-24 21:13:17+00:00,1249.68,
281,34,2024-04-27 05:38:51+02:00,51393.36,
282,174,2024-02-22 19:25:37+02:00,1757.42,
283,87,2023-10-20 20:20:55+01:00,1256.22,
284,170,2023-11-11 21:08:46+02:00,7520.02,5
285,186,2024-05-31 07:43:34+00:00,500.9,6
286,175,2023-11-19 20:05:14+01:00,3165.67,
287,31,2024-01-27 01:55:40+00:00,958.24,10
288,129,2023-08-01 21:24:33+01:00,597.63,
289,146,2024-01-21 04:20:55+00:00,2175.06,
290,162,2023-08-30 10:40:03+02:00,611.66,
291,196,2024-07-04 02:08:39+01:00,704.19,7
292,194,2024-07-31 16:12:01+00:00,608.15,
293,27,2023-12-14 16:37:19+02:00,124.26,
294,117,2024-06-07 16:38:33+01:00,790.35,
295,43,2024-07-20 12:01:14+02:00,706.74,3
296,94,2024-05-30 20:50:02+01:00,3499.83,5
297,180,2023-08-18 06:44:43+00:00,984.83,
298,30,2024-07-06 03:31:12+00:00,8476.47,
299,11,2024-03-07 15:58:13+00:00,106.68,6
300,147,2024-05-08 15:09:05+00:00,305.68,
301,117,2023-10-30 08:29:03+02:00,915.91,1
302,3,2024-08-10 04:42:41+02:00,1964.35,
303,117,2023-10-18 12:44:54+01:00,332.84,3
304,41,2023-07-24 13:58:37+01:00,220.12,8
305,124,2024-02-05 03:56:26+01:00,1101.44,
306,111,2024-05-04 23:15:30+01:00,120.89,7
307,130,2024-08-08 15:54:31+02:00,4263.63,
308,61,2023-07-11 14:28:51+00:00,1997.82,
309,10,2024-03-12 17:00:52+02:00,1479.68,10
310,14,2024-07-23 07:54:29+01:00,3435.14,10
311,141,2024-02-23 11:44:06+02:00,889.8,8
312,49,2023-08-01 12:13:29+02:00,2042.04,2
313,142,2024-01-08 18:30:59+00:00,1960.27,3
314,88,2023-10-29 14:51:08+02:00,1494.98,
315,182,2024-04-28 05:32:34+00:00,1108.33,2
316,4,2024-02-23 03:01:24+02:00,265.14,
317,193,2024-07-07 05:18:43+01:00,267.88,
318,193,2024-03-04 01:22:52+01:00,3356.56,
319,176,2023-11-08 17:03:00+00:00,1383.74,
320,48,2023-08-28 23:32:07+01:00,15388.12,
321,85,2024-01-25 22:59:09+02:00,3264.58,
322,135,2023-09-21 05:33:04+00:00,2146.35,
323,56,2024-06-20 19:33:30+00:00,396.54,1
324,62,2024-04-24 19:58:39+02:00,2436.72,6
325,125,2023-06-23 09:57:41+02:00,468.34,
326,198,2024-03-02 17:00:40+02:00,393.12,
327,166,2024-07-23 02:47:43+02:00,19226.03,
328,143,2023-07-07 18:52:14+01:00,22640.19,
329,194,2024-06-16 18:02:44+02:00,8613.22,
330,41,2024-02-29 07:08:47+01:00,582.66,9
331,11,2023-06-03 18:38:25+00:00,1712.6,2
332,48,2023-09-22 19:53:16+02:00,7328.76,
333,85,2023-11-30 04:42:41+02:00,5102.71,
334,110,2023-08-26 00:20:15+02:00,4135.96,7
335,92,2024-07-01 09:31:35+02:00,3952.73,
336,149,2024-03-23 12:49:37+02:00,3098.18,9
337,58,2024-06-30 18:46:54+01:00,1443.18,
338,41,2023-08-31 18:36:42+02:00,2182.11,8
339,95,2023-09-28 01:42:13+00:00,670.02,6
340,149,2024-03-05 18:11:24+00:00,42101.94,
341,155,2023-06-04 16:56:08+01:00,3793.53,
342,55,2023-08-16 05:10:23+00:00,2776.81,2
343,173,2024-02-01 15:13:37+02:00,303.32,7
344,33,2024-03-20 18:10:08+00:00,299.76,10
345,133,2023-12-25 19:36:40+02:00,602.06,5
346,156,2024-01-28 15:10:14+01:00,946.54,10
347,117,2024-04-01 18:04:14+01:00,2711.1,
348,134,2024-08-14 16:43:26+02:00,827.08,3
349,199,2024-05-13 20:27:33+01:00,310.52,
350,59,2024-07-15 15:50:49+01:00,1949.47,
351,49,2023-06-03 22:47:50+02:00,10554.21,2
352,67,2024-08-11 17:27:36+01:00,8028.96,7
353,95,2024-03-13 17:30:16+01:00,902.39,7
354,26,2023-09-18 16:25:50+01:00,331.85,10
355,163,2023-06-03 02:52:09+01:00,1711.25,7
356,57,2023-12-07 02:38:02+00:00,2392.82,
357,169,2024-07-16 16:18:12+02:00,1885.98,9
358,91,2024-05-08 12:25:37+02:00,801.82,2
359,186,2024-07-29 17:58:37+01:00,1583.31,
360,45,2023-12-26 16:06:35+02:00,124.34,6
361,138,2024-07-21 18:16:44+01:00,1633.76,10
362,18,2023-12-13 20:50:14+00:00,806.96,6
363,103,2024-05-10 23:52:21+02:00,1705.46,3
364,189,2023-09-11 07:47:15+01:00,2956.04,
365,31,2023-07-11 21:42:31+00:00,5598.64,
366,57,2024-06-19 18:08:03+00:00,1537.37,8
367,4,2024-05-11 06:24:37+02:00,2042.92,
368,128,2024-01-04 06:26:44+01:00,31321.15,
369,61,2024-03-11 13:54:24+02:00,2192.28,
370,128,2023-08-08 20:33:34+00:00,918.8,
371,16,2023-09-19 08:30:53+00:00,1629.3,
372,106,2023-08-02 11:55:43+00:00,7606.12,
373,119,2024-04-19 04:55:10+00:00,22756.04,6
374,82,2024-04-30 09:45:17+00:00,3503.74,5
375,187,2023-09-29 21:16:47+00:00,276.12,4
376,122,2024-03-07 01:01:49+01:00,300.7,2
377,22,2024-05-01 12:19:14+02:00,1367.84,8
378,9,2024-05-05 11:55:58+01:00,2280.68,8
379,124,2024-03-03 07:51:05+01:00,2648.29,
380,121,2024-02-29 00:44:59+01:00,1442.98,8
381,49,2023-12-28 17:27:25+02:00,2415.17,
382,167,2024-06-15 17:51:17+01:00,123.68,
383,75,2023-07-27 20:29:39+01:00,1966.82,
384,69,2023-08-04 22:28:46+02:00,288.72,
385,108,2023-11-07 15:23:29+00:00,31.76,6
386,69,2024-07-02 12:04:34+01:00,1478.1,
387,64,2024-06-12 01:12:29+00:00,1254.46,9
388,41,2024-04-18 23:02:47+00:00,1609.89,5
389,84,2023-06-08 05:50:17+00:00,2556.92,
390,96,2024-06-29 02:15:10+01:00,1943.33,
391,143,2024-07-08 20:48:22+01:00,1578.31,1
392,49,2024-03-17 05:34:22+01:00,1439.7,5
393,1,2024-07-02 20:32:24+00:00,106.92,
394,83,2024-06-04 02:42:34+01:00,3396.59,
395,134,2024-05-03 02:02:53+02:00,2507.07,
396,125,2023-09-07 03:02:36+00:00,23283.86,8
397,164,2023-07-02 11:35:47+01:00,8479.04,1
398,137,2023-12-15 06:12:33+00:00,798.4,
399,173,2024-01-21 22:42:27+02:00,1194.22,
400,137,2024-04-03 14:59:22+01:00,2189.56,6
401,197,2024-03-08 23:16:23+01:00,17556.46,
402,57,2023-09-18 10:01:49+00:00,45088.42,9
403,94,2024-03-25 07:14:16+01:00,693.98,
404,153,2024-04-24 09:02:46+00:00,130.5,
405,112,2023-12-31 03:55:49+02:00,41.36,10
406,79,2024-02-24 01:20:34+00:00,5389.49,
407,38,2023-08-07 10:05:30+00:00,1204.4,9
408,144,2023-09-10 15:25:41+00:00,8462.55,
409,109,2023-12-05 11:12:20+01:00,1093.28,1
410,60,2023-09-11 21:23:09+00:00,559.88,2
411,74,2023-06-08 10:44:51+02:00,8465.07,
412,160,2024-06-08 04:44:44+00:00,4219.62,
413,168,2023-06-05 02:24:42+01:00,64.36,6
414,167,2023-12-15 07:24:32+00:00,1269.84,
415,144,2024-05-30 00:02:15+00:00,748.87,
416,129,2023-10-20 01:40:16+01:00,3530.06,1
417,62,2024-03-20 04:27:19+00:00,3908.88,
418,198,2023-08-14 20:59:36+02:00,2267.13,
419,114,2024-06-16 20:59:47+01:00,1139.89,
420,196,2024-04-09 19:17:38+00:00,850.96,10
421,177,2024-07-04 15:08:32+00:00,2190.3,
422,50,2023-09-24 01:26:48+02:00,2501.95,7
423,113,2024-08-17 19:31:44+01:00,16703.71,4
424,117,2024-07-28 01:56:15+00:00,4899.94,1
425,43,2024-01-03 09:39:58+02:00,1131.17,3
426,83,2024-01-17 00:11:29+00:00,902.19,4
427,163,2023-12-03 02:33:45+01:00,1854.58,9
428,46,2024-06-28 22:03:26+01:00,2298.69,
429,118,2024-02-10 15:34:51+02:00,572.08,8
430,114,2023-07-11 19:38:00+02:00,1366.33,5
431,171,2024-03-22 19:19:21+02:00,2265.64,
432,24,2024-06-28 09:20:23+01:00,18692.58,7
433,157,2023-06-30 03:36:46+00:00,3689.75,2
434,127,2024-07-18 05:56:39+02:00,131.95,4
435,120,2024-04-16 03:47:54+02:00,2276.24,7
436,66,2024-07-09 02:19:19+00:00,133.7,1
437,102,2024-06-05 18:39:01+02:00,2130.24,
438,161,2024-01-22 17:57:21+01:00,624.18,7
439,145,2024-06-06 21:20:35+00:00,26727.27,
440,48,2024-03-31 03:55:50+01:00,1116.52,6
441,23,2024-02-10 07:23:28+01:00,933.41,
442,114,2024-02-15 00:51:30+00:00,13813.47,
443,133,2024-05-12 04:13:46+02:00,17290.64,
444,6,2024-03-22 09:40:57+02:00,2608.01,
445,172,2023-07-31 08:09:10+01:00,7360.28,
446,147,2023-10-04 05:04:19+00:00,3761.27,9
447,23,2024-01-05 12:11:45+00:00,910.78,8
448,25,2024-01-20 09:43:41+00:00,2209.42,8
449,101,2023-09-02 22:58:42+01:00,10620.42,6
450,44,2023-10-23 11:38:36+02:00,118.77,7
451,78,2024-02-28 14:25:37+01:00,459.24,
452,17,2023-11-22 06:52:44+00:00,799.92,
453,152,2024-04-01 14:20:35+02:00,18133.99,3
454,166,2024-05-04 01:05:13+02:00,667.04,1
455,158,2024-03-22 14:12:13+00:00,1822.51,5
456,95,2024-03-08 01:00:45+00:00,184.9,6
457,61,2024-01-08 22:37:25+00:00,12554.86,
458,49,2024-03-11 12:53:59+01:00,1115.58,3
459,185,2024-02-05 21:27:08+02:00,1448.57,
460,58,2023-09-04 13:38:00+00:00,617.02,
461,9,2023-06-20 18:30:45+01:00,4211.97,
462,121,2024-04-18 23:42:42+02:00,2976.33,9
463,91,2024-07-13 09:18:10+02:00,766.78,10
464,169,2023-10-28 23:39:01+01:00,291.0,
465,34,2024-04-11 08:17:54+01:00,452.34,
466,169,2024-01-15 11:51:11+01:00,3159.02,4
467,193,2023-12-29 12:15:42+01:00,493.22,3
468,194,2024-07-24 03:03:10+01:00,3104.4,
469,68,2023-08-14 16:55:27+02:00,4917.61,
470,86,2023-10-17 08:51:06+01:00,3448.06,7
471,18,2023-06-07 13:06:33+02:00,417.18,6
472,7,2024-04-13 02:03:38+00:00,31220.44,4
473,120,2024-05-04 02:40:29+01:00,7126.7,6
474,86,2023-07-01 08:52:16+02:00,2358.38,
475,158,2024-04-25 03:58:28+00:00,2984.65,
476,147,2024-06-07 08:49:28+02:00,157.57,3
477,69,2023-08-17 22:21:57+01:00,1156.39,9
478,32,2024-03-17 17:59:22+01:00,287.65,7
479,137,2024-08-10 10:05:53+01:00,165.12,5
480,170,2023-09-06 09:44:24+02:00,555.64,6
481,126,2023-12-17 02:50:34+00:00,2429.0,
482,168,2024-05-07 16:29:43+00:00,23629.84,
483,4,2023-08-28 20:03:57+01:00,3877.28,2
484,110,2023-11-20 23:43:25+01:00,1299.61,
485,37,2024-06-22 13:10:44+01:00,207.09,8
486,162,2024-04-09 12:49:10+02:00,120.16,2
487,23,2024-05-27 20:37:56+01:00,3866.98,
488,157,2024-05-20 01:38:11+00:00,241.14,
489,108,2023-06-03 17:15:12+02:00,2152.23,2
490,39,2024-05-16 15:31:11+02:00,144.34,1
491,54,2024-01-09 08:21:39+01:00,2882.02,
492,41,2024-07-07 00:31:32+02:00,779.01,
493,51,2024-06-17 21:57:20+02:00,578.37,6
494,97,2023-09-21 02:30:37+01:00,2087.96,
495,185,2023-09-08 20:22:17+02:00,34.9,
496,72,2023-08-09 03:54:29+01:00,1465.9,
497,106,2024-08-12 16:31:55+02:00,1079.06,8
498,149,2023-09-22 18:09:58+00:00,142.61,7
499,188,2024-06-28 16:02:27+00:00,469.56,
500,62,2023-07-13 17:48:00+00:00,256.2,4
501,635,2025-03-24 15:53:50+02:00,3553.54,
502,965,2025-12-31 23:24:07+02:00,1116.15,
503,574,2025-10-16 02:14:00+02:00,1805.32,
504,800,2025-06-19 21:38:38+02:00,1155.00,
505,348,2025-12-07 18:40:27+02:00,1923.16,
506,465,2025-01-31 23:56:49+02:00,2101.16,
507,930,2025-01-02 05:58:42+02:00,198.03,13
508,972,2025-08-17 06:30:23+02:00,3697.83,
509,813,2025-11-13 07:42:03+02:00,805.74,
510,151,2025-02-09 18:26:11+02:00,4049.58,19
511,27,2025-05-02 18:46:26+02:00,633.21,
512,814,2025-09-09 22:57:56+02:00,1275.20,11
513,887,2025-06-30 20:59:29+02:00,1512.75,
