shipment_id,order_id,shipment_method_id
678,678,5
679,679,2
680,680,2
681,681,10
682,682,6
683,683,2
684,684,10
685,685,7
686,686,7
687,687,5
688,688,9
689,689,4
690,690,6
691,691,5
692,692,7
693,693,3
694,694,3
695,695,1
696,696,9
697,697,6
698,698,9
699,699,7
700,700,6
701,701,6
702,702,8
703,703,10
704,704,2
705,705,3
706,706,7
707,707,4
708,708,8
709,709,5
710,710,9
711,711,1
712,712,1
713,713,9
714,714,1
715,715,3
716,716,6
717,717,5
718,718,2
719,719,6
720,720,5
721,721,3
722,722,9
723,723,10
724,724,1
725,725,1
726,726,3
727,727,8
728,728,10
729,729,6
730,730,4
731,731,7
732,732,7
733,733,2
734,734,5
735,735,3
736,736,3
737,737,5
738,738,6
739,739,3
740,740,1
741,741,5
742,742,7
743,743,1
744,744,3
745,745,9
746,746,3
747,747,2
748,748,5
749,749,9
750,750,3
751,751,2
752,752,10
753,753,4
754,754,5
755,755,1
756,756,8
757,757,4
758,758,1
759,759,10
760,760,3
761,761,6
762,762,4
763,763,5
764,764,6
765,765,9
766,766,1
767,767,1
768,768,1
769,769,6
770,770,4
771,771,6
772,772,3
773,773,1
774,774,6
775,775,9
776,776,1
777,777,7
778,778,1
779,779,5
780,780,10
781,781,5
782,782,7
783,783,4
784,784,8
785,785,5
786,786,1
787,787,10
788,788,8
789,789,5
790,790,10
791,791,8
792,792,4
793,793,9
794,794,1
795,795,6
796,796,4
797,797,10
798,798,2
799,799,4
800,800,3
801,801,7
802,802,1
803,803,8
804,804,3
805,805,7
806,806,2
807,807,9
808,808,4
809,809,5
810,810,1
811,811,7
812,812,4
813,813,6
814,814,6
815,815,2
816,816,9
817,817,9
818,818,7
819,819,5
820,820,5
821,821,7
822,822,4
823,823,6
824,824,8
825,825,4
826,826,5
827,827,5
828,828,9
829,829,4
830,830,3
831,831,4
832,832,9
833,833,1
834,834,4
835,835,8
836,836,3
837,837,3
838,838,6
839,839,10
840,840,9
841,841,3
842,842,4
843,843,8
844,844,2
845,845,8
846,846,1
847,847,1
848,848,8
849,849,3
850,850,6
851,851,3
852,852,10
853,853,8
854,854,7
855,855,5
856,856,4
857,857,8
858,858,6
859,859,9
860,860,9
861,861,6
862,862,2
863,863,6
864,864,1
865,865,8
866,866,6
867,867,5
868,868,9
869,869,1
870,870,1
871,871,3
872,872,3
873,873,1
874,874,2
875,875,2
876,876,10
877,877,1
878,878,7
879,879,6
880,880,6
881,881,6
882,882,1
883,883,2
884,884,8
885,885,6
886,886,5
887,887,9
888,888,3
889,889,9
890,890,10
891,891,4
892,892,3
893,893,1
894,894,5
895,895,9
896,896,3
897,897,4
898,898,8
899,899,10
900,900,10
901,901,7
902,902,2
903,903,2
904,904,6
905,905,5
906,906,7
907,907,10
908,908,2
909,909,6
910,910,6
911,911,1
912,912,3
913,913,8
914,914,9
915,915,6
916,916,10
917,917,5
918,918,6
919,919,6
920,920,9
921,921,4
922,922,2
923,923,8
924,924,5
925,925,7
926,926,4
927,927,3
928,928,9
929,929,7
930,930,9
931,931,9
932,932,10
933,933,5
934,934,8
935,935,7
936,936,7
937,937,1
938,938,2
939,939,3
940,940,6
941,941,6
942,942,6
943,943,10
944,944,5
945,945,10
946,946,10
947,947,8
948,948,7
949,949,2
950,950,7
951,951,2
952,952,9
953,953,5
954,954,1
955,955,1
956,956,1
957,957,1
958,958,3
959,959,1
960,960,8
961,961,3
962,962,6
963,963,3
964,964,2
965,965,9
966,966,1
967,967,5
968,968,6
969,969,7
970,970,2
971,971,1
972,972,9
973,973,3
974,974,5
975,975,5
976,976,2
977,977,8
978,978,1
979,979,5
980,980,8
981,981,5
982,982,6
983,983,4
984,984,2
985,985,4
986,986,3
987,987,1
988,988,10
989,989,4
990,990,3
991,991,7
992,992,8
993,993,4
994,994,10
995,995,4
996,996,1
997,997,1
998,998,8
999,999,1
1000,1000,10
1001,1001,1
1002,1002,6
1003,1003,8
1004,1004,9
1005,1005,3
1006,1006,10
1007,1007,9
1008,1008,8
1009,1009,6
1010,1010,8
1011,1011,5
1012,1012,8
1013,1013,10
1014,1014,4
1015,1015,7
1016,1016,8
1017,1017,7
1018,1018,5
1019,1019,5
1020,1020,1
1021,1021,2
1022,1022,4
1023,1023,8
1024,1024,6
1025,1025,8
1026,1026,2
1027,1027,2
1028,1028,10
1029,1029,3
1030,1030,10
1031,1031,9
1032,1032,5
1033,1033,1
1034,1034,4
1035,1035,5
1036,1036,10
1037,1037,5
1038,1038,10
1039,1039,10
1040,1040,8
1041,1041,2
1042,1042,9
1043,1043,10
1044,1044,8
1045,1045,3
1046,1046,6
1047,1047,1
1048,1048,10
1049,1049,8
1050,1050,2
1051,1051,8
1052,1052,9
1053,1053,1
1054,1054,2
1055,1055,7
1056,1056,6
1057,1057,3
1058,1058,2
1059,1059,2
1060,1060,2
1061,1061,6
1062,1062,2
1063,1063,4
1064,1064,5
1065,1065,3
1066,1066,5
1067,1067,2
1068,1068,4
1069,1069,8
1070,1070,6
1071,1071,1
1072,1072,7
1073,1073,3
1074,1074,6
1075,1075,7
1076,1076,2
1077,1077,3
1078,1078,10
1079,1079,8
1080,1080,10
1081,1081,1
1082,1082,8
1083,1083,10
1084,1084,9
1085,1085,2
1086,1086,8
1087,1087,5
1088,1088,8
1089,1089,10
1090,1090,4
1091,1091,1
1092,1092,4
1093,1093,1
1094,1094,1
1095,1095,5
1096,1096,6
1097,1097,10
1098,1098,9
1099,1099,5
1100,1100,1
1101,1101,4
1102,1102,1
1103,1103,10
1104,1104,4
1105,1105,4
1106,1106,2
1107,1107,1
1108,1108,6
1109,1109,1
1110,1110,1
1111,1111,7
1112,1112,4
1113,1113,7
1114,1114,8
1115,1115,2
1116,1116,8
1117,1117,7
1118,1118,5
1119,1119,4
1120,1120,1
1121,1121,6
1122,1122,3
1123,1123,8
1124,1124,4
1125,1125,4
1126,1126,7
1127,1127,7
1128,1128,10
1129,1129,7
1130,1130,9
1131,1131,9
1132,1132,10
1133,1133,8
1134,1134,6
1135,1135,7
1136,1136,7
1137,1137,9
1138,1138,9
1139,1139,3
1140,1140,7
1141,1141,7
1142,1142,8
1143,1143,5
1144,1144,2
1145,1145,8
1146,1146,3
1147,1147,4
1148,1148,4
1149,1149,9
1150,1150,5
1151,1151,1
1152,1152,3
1153,1153,8
1154,1154,10
1155,1155,5
1156,1156,4
1157,1157,10
1158,1158,2
1159,1159,9
1160,1160,8
1161,1161,3
1162,1162,10
1163,1163,1
1164,1164,2
1165,1165,10
1166,1166,2
1167,1167,4
1168,1168,9
1169,1169,4
1170,1170,8
1171,1171,4
1172,1172,3
1173,1173,4
1174,1174,3
1175,1175,2
1176,1176,5
1177,1177,1
1178,1178,8
1179,1179,7
1180,1180,8
1181,1181,10
1182,1182,8
1183,1183,5
1184,1184,3
1185,1185,2
1186,1186,4
1187,1187,5
1188,1188,9
1189,1189,7
1190,1190,3
1191,1191,7
1192,1192,2
1193,1193,10
1194,1194,4
1195,1195,8
1196,1196,4
1197,1197,8
1198,1198,1
1199,1199,10
1200,1200,2
1201,1201,10
1202,1202,1
1203,1203,7
1204,1204,9
1205,1205,7
1206,1206,7
1207,1207,1
1208,1208,9
1209,1209,7
1210,1210,10
1211,1211,10
1212,1212,3
1213,1213,6
1214,1214,9
1215,1215,1
1216,1216,4
1217,1217,6
1218,1218,7
1219,1219,5
1220,1220,10
1221,1221,7
1222,1222,4
1223,1223,9
1224,1224,4
1225,1225,10
1226,1226,7
1227,1227,3
1228,1228,3
1229,1229,3
1230,1230,3
1231,1231,7
1232,1232,10
1233,1233,3
1234,1234,6
1235,1235,6
1236,1236,3
1237,1237,2
1238,1238,8
1239,1239,3
1240,1240,1
1241,1241,5
1242,1242,4
1243,1243,3
1244,1244,7
1245,1245,2
1246,1246,10
1247,1247,10
1248,1248,7
1249,1249,4
1250,1250,10
1251,1251,8
1252,1252,9
1253,1253,8
1254,1254,9
1255,1255,9
1256,1256,4
1257,1257,10
1258,1258,8
1259,1259,8
1260,1260,1
1261,1261,7
1262,1262,4
1263,1263,4
1264,1264,9
1265,1265,7
1266,1266,8
1267,1267,3
1268,1268,3
1269,1269,9
1270,1270,2
1271,1271,7
1272,1272,2
1273,1273,8
1274,1274,6
1275,1275,6
1276,1276,9
1277,1277,2
1278,1278,2
1279,1279,9
1280,1280,10
1281,1281,10
1282,1282,3
1283,1283,8
1284,1284,3
1285,1285,1
1286,1286,1
1287,1287,2
1288,1288,4
1289,1289,2
1290,1290,3
1291,1291,5
1292,1292,4
1293,1293,1
1294,1294,8
1295,1295,1
1296,1296,4
1297,1297,7
1298,1298,6
1299,1299,8
1300,1300,10
1301,1301,6
1302,1302,6
1303,1303,7
1304,1304,6
1305,1305,8
1306,1306,1
1307,1307,5
1308,1308,9
1309,1309,6
1310,1310,8
1311,1311,7
1312,1312,2
1313,1313,3
1314,1314,9
1315,1315,7
1316,1316,1
1317,1317,5
1318,1318,7
1319,1319,9
1320,1320,7
1321,1321,10
1322,1322,7
1323,1323,7
1324,1324,10
1325,1325,10
1326,1326,6
1327,1327,10
1328,1328,8
1329,1329,7
1330,1330,6
1331,1331,9
1332,1332,3
1333,1333,9
1334,1334,7
1335,1335,1
1336,1336,9
1337,1337,10
1338,1338,1
1339,1339,2
1340,1340,8
1341,1341,6
1342,1342,10
1343,1343,10
1344,1344,4
1345,1345,4
1346,1346,8
1347,1347,10
1348,1348,10
1349,1349,7
1350,1350,8
1351,1351,5
1352,1352,2
1353,1353,5
1354,1354,6
1355,1355,4
1356,1356,9
1357,1357,8
1358,1358,8
1359,1359,3
1360,1360,4
1361,1361,7
1362,1362,10
1363,1363,3
1364,1364,1
1365,1365,8
1366,1366,1
1367,1367,5
1368,1368,4
1369,1369,9
1370,1370,2
1371,1371,6
1372,1372,6
1373,1373,2
1374,1374,3
1375,1375,1
1376,1376,5
1377,1377,5
1378,1378,3
1379,1379,8
1380,1380,10
1381,1381,8
1382,1382,9
1383,1383,9
1384,1384,8
1385,1385,9
1386,1386,2
1387,1387,5
1388,1388,4
1389,1389,2
1390,1390,9
1391,1391,8
1392,1392,5
1393,1393,2
1394,1394,5
1395,1395,2
1396,1396,1
1397,1397,5
1398,1398,5
1399,1399,10
1400,1400,10
1401,1401,7
1402,1402,2
1403,1403,9
1404,1404,4
1405,1405,9
1406,1406,2
1407,1407,3
1408,1408,8
1409,1409,1
1410,1410,6
1411,1411,10
1412,1412,7
1413,1413,1
1414,1414,8
1415,1415,1
1416,1416,2
1417,1417,4
1418,1418,8
1419,1419,2
1420,1420,10
1421,1421,3
1422,1422,4
1423,1423,5
1424,1424,8
1425,1425,3
1426,1426,8
1427,1427,3
1428,1428,7
1429,1429,7
1430,1430,3
1431,1431,2
1432,1432,1
1433,1433,5
1434,1434,10
1435,1435,5
1436,1436,8
1437,1437,6
1438,1438,6
1439,1439,1
1440,1440,6
1441,1441,7
1442,1442,4
1443,1443,1
1444,1444,3
1445,1445,9
1446,1446,7
1447,1447,6
1448,1448,2
1449,1449,7
1450,1450,3
1451,1451,9
1452,1452,1
1453,1453,9
1454,1454,9
1455,1455,2
1456,1456,1
1457,1457,5
1458,1458,9
1459,1459,1
1460,1460,3
1461,1461,1
1462,1462,5
1463,1463,1
1464,1464,8
1465,1465,1
1466,1466,6
1467,1467,2
1468,1468,4
1469,1469,9
1470,1470,7
1471,1471,3
1472,1472,7
1473,1473,6
1474,1474,7
1475,1475,5
1476,1476,10
1477,1477,6
1478,1478,8
1479,1479,3
1480,1480,2
1481,1481,2
1482,1482,3
1483,1483,4
1484,1484,7
1485,1485,8
1486,1486,1
1487,1487,1
1488,1488,4
1489,1489,7
1490,1490,6
1491,1491,6
1492,1492,1
1493,1493,9
1494,1494,5
1495,1495,5
1496,1496,1
1497,1497,2
1498,1498,2
1499,1499,8
1500,1500,1
1501,1501,2
1502,1502,8
1503,1503,3
1504,1504,3
1505,1505,5
1506,1506,4
1507,1507,5
1508,1508,9
1509,1509,5
1510,1510,7
1511,1511,6
1512,1512,7
1513,1513,7
1514,1514,2
1515,1515,10
1516,1516,8
1517,1517,6
1518,1518,8
1519,1519,9
1520,1520,2
1521,1521,4
1522,1522,10
1523,1523,10
1524,1524,6
1525,1525,9
1526,1526,1
1527,1527,8
1528,1528,4
1529,1529,9
1530,1530,3
1531,1531,1
1532,1532,8
1533,1533,8
1534,1534,10
1535,1535,8
1536,1536,9
1537,1537,2
1538,1538,9
1539,1539,10
1540,1540,6
1541,1541,5
1542,1542,5
1543,1543,9
1544,1544,5
1545,1545,5
1546,1546,4
1547,1547,6
1548,1548,2
1549,1549,9
1550,1550,10
1551,1551,4
1552,1552,3
1553,1553,5
1554,1554,9
1555,1555,8
1556,1556,5
1557,1557,1
1558,1558,9
1559,1559,6
1560,1560,5
1561,1561,8
1562,1562,10
1563,1563,6
1564,1564,4
1565,1565,3
1566,1566,1
1567,1567,8
1568,1568,4
1569,1569,3
1570,1570,5
1571,1571,9
1572,1572,10
1573,1573,1
1574,1574,6
1575,1575,4
1576,1576,4
1577,1577,7
1578,1578,10
1579,1579,9
1580,1580,4
1581,1581,2
1582,1582,2
1583,1583,4
1584,1584,8
1585,1585,8
1586,1586,1
1587,1587,2
1588,1588,10
1589,1589,10
1590,1590,6
1591,1591,7
1592,1592,4
1593,1593,4
1594,1594,5
1595,1595,6
1596,1596,4
1597,1597,2
1598,1598,2
1599,1599,9
1600,1600,3
1601,1601,2
1602,1602,4
1603,1603,10
1604,1604,2
1605,1605,4
1606,1606,1
1607,1607,9
1608,1608,1
1609,1609,6
1610,1610,3
1611,1611,4
1612,1612,1
1613,1613,2
1614,1614,8
1615,1615,1
1616,1616,10
1617,1617,3
1618,1618,1
1619,1619,4
1620,1620,2
1621,1621,5
1622,1622,10
1623,1623,7
1624,1624,9
1625,1625,10
1626,1626,1
1627,1627,7
1628,1628,1
1629,1629,7
1630,1630,9
1631,1631,4
1632,1632,6
1633,1633,5
1634,1634,8
1635,1635,3
1636,1636,9
1637,1637,7
1638,1638,2
1639,1639,1
1640,1640,6
1641,1641,6
1642,1642,6
1643,1643,4
1644,1644,9
1645,1645,6
1646,1646,4
1647,1647,4
1648,1648,6
1649,1649,8
1650,1650,1
1651,1651,1
1652,1652,9
1653,1653,6
1654,1654,5
1655,1655,1
1656,1656,9
1657,1657,6
1658,1658,5
1659,1659,7
1660,1660,8
1661,1661,9
1662,1662,3
1663,1663,5
1664,1664,8
1665,1665,6
1666,1666,3
1667,1667,3
1668,1668,9
1669,1669,10
1670,1670,1
1671,1671,7
1672,1672,7
1673,1673,4
1674,1674,7
1675,1675,8
1676,1676,4
1677,1677,2
1678,1678,7
1679,1679,3
1680,1680,7
1681,1681,6
1682,1682,5
1683,1683,5
1684,1684,3
1685,1685,10
1686,1686,6
1687,1687,2
1688,1688,10
1689,1689,5
1690,1690,6
1691,1691,8
1692,1692,10
1693,1693,2
1694,1694,3
1695,1695,1
1696,1696,7
1697,1697,8
1698,1698,1
1699,1699,7
1700,1700,5
1701,1701,9
1702,1702,10
1703,1703,7
1704,1704,9
1705,1705,1
1706,1706,9
1707,1707,6
1708,1708,8
1709,1709,10
1710,1710,1
1711,1711,8
1712,1712,4
1713,1713,1
1714,1714,3
1715,1715,4
1716,1716,8
1717,1717,9
1718,1718,6
1719,1719,9
1720,1720,1
1721,1721,7
1722,1722,10
1723,1723,4
1724,1724,6
1725,1725,10
1726,1726,1
1727,1727,7
1728,1728,5
1729,1729,6
1730,1730,5
1731,1731,6
1732,1732,2
1733,1733,10
1734,1734,8
1735,1735,3
1736,1736,6
1737,1737,8
1738,1738,7
1739,1739,1
1740,1740,1
1741,1741,7
1742,1742,10
1743,1743,6
1744,1744,6
1745,1745,10
1746,1746,1
1747,1747,3
1748,1748,5
1749,1749,10
1750,1750,8
1751,1751,9
1752,1752,4
1753,1753,7
1754,1754,4
1755,1755,9
1756,1756,10
1757,1757,4
1758,1758,10
1759,1759,7
1760,1760,5
1761,1761,2
1762,1762,6
1763,1763,5
1764,1764,8
1765,1765,4
1766,1766,2
1767,1767,9
1768,1768,3
1769,1769,3
1770,1770,7
1771,1771,7
1772,1772,9
1773,1773,6
1774,1774,7
1775,1775,7
1776,1776,2
1777,1777,7
1778,1778,9
1779,1779,3
1780,1780,5
1781,1781,5
1782,1782,5
1783,1783,10
1784,1784,4
1785,1785,6
1786,1786,5
1787,1787,9
1788,1788,3
1789,1789,3
1790,1790,10
1791,1791,7
1792,1792,6
1793,1793,10
1794,1794,10
1795,1795,9
1796,1796,1
1797,1797,5
1798,1798,6
1799,1799,1
1800,1800,6
1801,1801,9
1802,1802,2
1803,1803,7
1804,1804,4
1805,1805,7
1806,1806,1
1807,1807,3
1808,1808,10
1809,1809,9
1810,1810,5
1811,1811,5
1812,1812,3
1813,1813,10
1814,1814,6
1815,1815,6
1816,1816,9
1817,1817,10
1818,1818,6
1819,1819,4
1820,1820,8
1821,1821,7
1822,1822,4
1823,1823,5
1824,1824,1
1825,1825,8
1826,1826,8
1827,1827,4
1828,1828,1
1829,1829,4
1830,1830,4
1831,1831,1
1832,1832,3
1833,1833,5
1834,1834,8
1835,1835,1
1836,1836,8
1837,1837,9
1838,1838,4
1839,1839,10
1840,1840,9
1841,1841,2
1842,1842,10
1843,1843,1
1844,1844,4
1845,1845,5
1846,1846,9
1847,1847,4
1848,1848,2
1849,1849,2
1850,1850,9
1851,1851,7
1852,1852,4
1853,1853,3
1854,1854,2
1855,1855,1
1856,1856,3
1857,1857,10
1858,1858,4
1859,1859,9
1860,1860,2
1861,1861,8
1862,1862,8
1863,1863,4
1864,1864,2
1865,1865,5
1866,1866,10
1867,1867,5
1868,1868,5
1869,1869,8
1870,1870,3
1871,1871,10
1872,1872,1
1873,1873,7
1874,1874,8
1875,1875,5
1876,1876,4
1877,1877,4
1878,1878,4
1879,1879,10
1880,1880,5
1881,1881,10
1882,1882,1
1883,1883,8
1884,1884,4
1885,1885,10
1886,1886,9
1887,1887,3
1888,1888,6
1889,1889,10
1890,1890,5
1891,1891,1
1892,1892,7
1893,1893,8
1894,1894,1
1895,1895,3
1896,1896,7
1897,1897,2
1898,1898,1
1899,1899,9
1900,1900,1
1901,1901,7
1902,1902,2
1903,1903,1
1904,1904,1
1905,1905,8
1906,1906,7
1907,1907,9
1908,1908,10
1909,1909,5
1910,1910,5
1911,1911,2
1912,1912,4
1913,1913,4
1914,1914,2
1915,1915,1
1916,1916,5
1917,1917,2
1918,1918,3
1919,1919,5
1920,1920,7
1921,1921,5
1922,1922,9
1923,1923,4
1924,1924,4
1925,1925,1
1926,1926,3
1927,1927,5
1928,1928,5
1929,1929,8
1930,1930,5
1931,1931,3
1932,1932,2
1933,1933,7
1934,1934,8
1935,1935,2
1936,1936,4
1937,1937,9
1938,1938,8
1939,1939,2
1940,1940,3
1941,1941,10
1942,1942,3
1943,1943,8
1944,1944,7
1945,1945,7
1946,1946,5
1947,1947,8
1948,1948,5
1949,1949,6
1950,1950,10
1951,1951,10
1952,1952,5
1953,1953,7
1954,1954,7
1955,1955,5
1956,1956,1
1957,1957,2
1958,1958,5
1959,1959,3
1960,1960,3
1961,1961,6
1962,1962,7
1963,1963,5
1964,1964,3
1965,1965,6
1966,1966,3
1967,1967,7
1968,1968,4
1969,1969,4
1970,1970,9
1971,1971,5
1972,1972,3
1973,1973,2
1974,1974,7
1975,1975,7
1976,1976,2
1977,1977,3
1978,1978,3
1979,1979,4
1980,1980,5
1981,1981,10
1982,1982,8
1983,1983,2
1984,1984,9
1985,1985,9
1986,1986,9
1987,1987,9
1988,1988,1
1989,1989,9
1990,1990,8
1991,1991,10
1992,1992,2
1993,1993,4
1994,1994,8
1995,1995,3
