warehouse_id,product_id,quantity
1,178,478
1,179,36
1,180,190
1,181,225
1,182,361
1,183,414
1,184,5
1,185,284
1,186,340
1,187,450
1,188,60
1,189,381
1,190,140
1,191,108
1,192,105
1,193,437
1,194,251
1,195,465
1,196,48
1,197,425
1,198,2
1,199,67
1,200,135
1,201,227
1,202,219
1,203,58
1,204,0
1,205,463
1,206,19
1,207,299
1,208,221
1,209,158
1,210,478
1,211,441
1,212,0
1,213,350
1,214,53
1,215,287
1,216,209
1,217,384
1,218,477
1,219,84
1,220,416
1,221,212
1,222,0
1,223,171
1,224,211
1,225,443
1,226,128
1,227,404
1,228,196
1,229,440
1,230,103
1,231,236
1,232,421
1,233,117
1,234,338
1,235,169
1,236,36
1,237,143
1,238,261
1,239,432
1,240,481
1,241,0
1,242,134
1,243,493
1,244,20
1,245,223
1,246,403
1,247,311
1,248,60
1,249,296
1,250,23
1,251,1
1,252,413
1,253,369
1,254,378
1,255,187
1,256,486
1,257,170
1,258,340
1,259,369
1,260,260
1,261,210
1,262,357
1,263,66
1,264,341
1,265,347
1,266,90
1,267,155
1,268,427
1,269,0
1,270,221
1,271,311
1,272,239
1,273,346
1,274,243
1,275,492
1,276,87
1,277,146
1,278,325
1,279,48
1,280,385
1,281,159
1,282,102
1,283,24
1,284,244
1,285,394
1,286,0
1,287,323
1,288,368
1,289,254
1,290,76
1,291,3
1,292,441
1,293,55
1,294,113
1,295,491
1,296,238
1,297,0
1,298,435
1,299,69
1,300,342
2,1,287
2,2,487
2,3,227
2,4,369
2,5,219
2,6,281
2,7,82
2,8,244
2,9,385
2,10,327
2,11,399
2,12,321
2,13,226
2,14,0
2,15,140
2,16,458
2,17,71
2,18,197
2,19,362
2,20,213
2,21,278
2,22,32
2,23,216
2,24,395
2,25,357
2,26,0
2,27,295
2,28,4
2,29,153
2,30,437
2,31,428
2,32,383
2,33,410
2,34,113
2,35,140
2,36,15
2,37,343
2,38,208
2,39,431
2,40,66
2,41,274
2,42,0
2,43,289
2,44,43
2,45,70
2,46,94
2,47,0
2,48,109
2,49,173
2,50,195
2,51,488
2,52,130
2,53,241
2,54,0
2,55,488
2,56,333
2,57,0
2,58,21
2,59,487
2,60,430
2,61,0
2,62,65
2,63,59
2,64,112
2,65,132
2,66,86
2,67,494
2,68,59
2,69,84
2,70,56
2,71,476
2,72,347
2,73,193
2,74,367
2,75,304
2,76,322
2,77,357
2,78,436
2,79,413
2,80,290
2,81,178
2,82,339
2,83,260
2,84,7
2,85,422
2,86,222
2,87,326
2,88,236
2,89,223
2,90,268
2,91,139
2,92,471
2,93,248
2,94,423
2,95,138
2,96,126
2,97,45
2,98,231
2,99,238
2,100,343
2,101,15
2,102,167
2,103,109
2,104,133
2,105,451
2,106,451
2,107,6
2,108,98
2,109,0
2,110,251
2,111,124
2,112,331
2,113,230
2,114,48
2,115,208
2,116,157
2,117,189
2,118,272
2,119,382
2,120,181
2,121,139
2,122,119
2,123,99
2,124,381
2,125,391
2,126,99
2,127,248
2,128,302
2,129,269
2,130,52
2,131,152
2,132,92
2,133,363
2,134,141
2,135,0
2,136,0
2,137,484
2,138,445
2,139,53
2,140,294
2,141,246
2,142,95
2,143,130
2,144,245
2,145,34
2,146,38
2,147,352
2,148,0
2,149,289
2,150,44
2,151,61
2,152,214
2,153,405
2,154,398
2,155,231
2,156,153
2,157,220
2,158,318
2,159,0
2,160,51
2,161,107
2,162,136
2,163,81
2,164,283
2,165,0
2,166,0
2,167,305
2,168,17
2,169,362
2,170,441
2,171,352
2,172,136
2,173,321
2,174,412
2,175,218
2,176,116
2,177,466
2,178,73
2,179,0
2,180,158
2,181,423
2,182,148
2,183,240
2,184,359
2,185,140
2,186,253
2,187,307
2,188,0
2,189,166
2,190,14
2,191,0
2,192,429
2,193,301
2,194,392
2,195,138
2,196,391
2,197,241
2,198,227
2,199,93
2,200,224
2,201,252
2,202,241
2,203,171
2,204,54
2,205,169
2,206,254
2,207,484
2,208,390
2,209,233
2,210,0
2,211,60
2,212,207
2,213,423
2,214,337
2,215,237
2,216,97
2,217,319
2,218,321
2,219,27
2,220,282
2,221,148
2,222,358
2,223,15
2,224,312
2,225,364
2,226,283
2,227,0
2,228,116
2,229,468
2,230,485
2,231,427
2,232,478
2,233,261
2,234,213
2,235,242
2,236,283
2,237,98
2,238,261
2,239,70
2,240,142
2,241,438
2,242,479
2,243,137
2,244,145
2,245,429
2,246,338
2,247,77
2,248,248
2,249,283
2,250,194
2,251,165
2,252,358
2,253,197
2,254,398
2,255,163
2,256,362
2,257,196
2,258,340
2,259,334
2,260,254
2,261,65
2,262,303
2,263,52
2,264,226
2,265,0
2,266,8
2,267,210
2,268,497
2,269,241
2,270,136
2,271,355
2,272,42
2,273,437
2,274,274
2,275,163
2,276,455
2,277,447
2,278,317
2,279,0
2,280,472
2,281,117
2,282,223
2,283,390
2,284,447
2,285,86
2,286,463
2,287,0
2,288,29
2,289,192
2,290,126
2,291,290
2,292,93
2,293,41
2,294,196
2,295,124
2,296,299
2,297,237
2,298,236
2,299,5
2,300,239
3,1,347
3,2,38
3,3,177
3,4,154
3,5,218
3,6,234
3,7,102
3,8,437
3,9,122
3,10,184
3,11,359
3,12,425
3,13,141
3,14,0
3,15,399
3,16,26
3,17,382
3,18,463
3,19,398
3,20,311
3,21,113
3,22,318
3,23,387
3,24,338
3,25,71
3,26,463
3,27,21
3,28,226
3,29,0
3,30,68
3,31,0
3,32,383
3,33,103
3,34,277
3,35,188
3,36,468
3,37,85
3,38,423
3,39,496
3,40,383
3,41,412
3,42,494
3,43,0
3,44,116
3,45,371
3,46,204
3,47,412
3,48,47
3,49,8
3,50,64
3,51,345
3,52,135
3,53,422
3,54,191
3,55,120
3,56,318
3,57,288
3,58,313
3,59,33
3,60,238
3,61,155
3,62,60
3,63,485
3,64,0
3,65,60
3,66,0
3,67,70
3,68,190
3,69,381
3,70,277
3,71,381
3,72,454
3,73,51
3,74,316
3,75,488
3,76,354
3,77,228
3,78,121
3,79,51
3,80,189
3,81,331
3,82,204
3,83,496
3,84,435
3,85,47
3,86,329
3,87,498
3,88,0
3,89,125
3,90,403
3,91,36
3,92,284
3,93,111
3,94,120
3,95,76
3,96,306
3,97,0
3,98,75
3,99,277
3,100,90
3,101,444
3,102,0
3,103,0
3,104,122
3,105,9
3,106,27
3,107,216
3,108,382
3,109,0
3,110,186
3,111,56
3,112,114
3,113,23
3,114,466
3,115,267
3,116,330
3,117,32
3,118,434
3,119,352
3,120,365
3,121,38
3,122,165
3,123,34
3,124,320
3,125,281
3,126,196
3,127,272
3,128,259
3,129,51
3,130,59
3,131,334
3,132,283
3,133,111
3,134,455
3,135,174
3,136,205
3,137,49
3,138,161
3,139,192
3,140,352
3,141,35
3,142,0
3,143,0
3,144,382
3,145,416
3,146,31
3,147,288
3,148,344
3,149,182
3,150,482
3,151,445
3,152,27
3,153,308
3,154,54
3,155,109
3,156,247
3,157,56
3,158,285
3,159,391
3,160,116
3,161,433
3,162,393
3,163,315
3,164,286
3,165,0
3,166,425
3,167,15
3,168,360
3,169,472
3,170,4
3,171,74
3,172,206
3,173,0
3,174,498
3,175,0
3,176,111
3,177,233
3,178,190
3,179,167
3,180,291
3,181,453
3,182,0
3,183,317
3,184,0
3,185,0
3,186,218
3,187,227
3,188,111
3,189,59
3,190,57
3,191,348
3,192,270
3,193,24
3,194,307
3,195,0
3,196,485
3,197,71
3,198,149
3,199,4
3,200,221
3,201,195
3,202,118
3,203,427
3,204,182
3,205,0
3,206,22
3,207,236
3,208,442
3,209,220
3,210,364
3,211,149
3,212,11
3,213,88
3,214,317
3,215,354
3,216,46
3,217,55
3,218,302
3,219,41
3,220,159
3,221,114
3,222,87
3,223,0
3,224,272
3,225,464
3,226,180
3,227,420
3,228,76
3,229,75
3,230,89
3,231,390
3,232,39
3,233,396
3,234,238
3,235,390
3,236,349
3,237,290
3,238,320
3,239,498
3,240,78
3,241,241
3,242,156
3,243,303
3,244,0
3,245,159
3,246,20
3,247,0
3,248,40
3,249,438
3,250,0
3,251,197
3,252,284
3,253,379
3,254,231
3,255,293
3,256,165
3,257,257
3,258,32
3,259,416
3,260,176
3,261,44
3,262,89
3,263,0
3,264,225
3,265,313
3,266,191
3,267,199
3,268,174
3,269,27
3,270,332
3,271,169
3,272,0
3,273,146
3,274,437
3,275,465
3,276,77
3,277,299
3,278,470
3,279,496
3,280,340
3,281,305
3,282,44
3,283,193
3,284,169
3,285,344
3,286,485
3,287,351
3,288,48
3,289,217
3,290,10
3,291,93
3,292,175
3,293,249
3,294,71
3,295,152
3,296,52
3,297,277
3,298,453
3,299,339
3,300,393
4,1,306
4,2,84
4,3,355
4,4,415
4,5,370
4,6,211
4,7,369
4,8,228
4,9,386
4,10,230
4,11,123
4,12,415
4,13,463
4,14,189
4,15,293
4,16,237
4,17,399
4,18,271
4,19,83
4,20,411
4,21,447
4,22,329
4,23,191
4,24,53
4,25,265
4,26,146
4,27,0
4,28,231
4,29,76
4,30,47
4,31,114
4,32,453
4,33,14
4,34,203
4,35,121
4,36,42
4,37,15
4,38,51
4,39,333
4,40,75
4,41,147
4,42,242
4,43,72
4,44,241
4,45,3
4,46,10
4,47,428
4,48,482
4,49,271
4,50,398
4,51,155
4,52,123
4,53,407
4,54,33
4,55,464
4,56,275
4,57,0
4,58,124
4,59,150
4,60,315
4,61,293
4,62,341
4,63,269
4,64,35
4,65,279
4,66,260
4,67,200
4,68,23
4,69,192
4,70,9
4,71,35
4,72,376
4,73,54
4,74,377
4,75,69
4,76,0
4,77,417
4,78,426
4,79,238
4,80,246
4,81,416
4,82,367
4,83,235
4,84,0
4,85,406
4,86,22
4,87,159
4,88,418
4,89,130
4,90,0
4,91,147
4,92,400
4,93,0
4,94,140
4,95,189
4,96,205
4,97,459
4,98,174
4,99,255
4,100,189
4,101,266
4,102,43
4,103,41
4,104,422
4,105,151
4,106,41
4,107,152
4,108,309
4,109,86
4,110,180
4,111,373
4,112,181
4,113,223
4,114,406
4,115,39
4,116,208
4,117,411
4,118,82
4,119,74
4,120,348
4,121,18
4,122,121
4,123,188
4,124,487
4,125,310
4,126,231
4,127,191
4,128,40
4,129,272
4,130,161
4,131,128
4,132,14
4,133,256
4,134,468
4,135,135
4,136,361
4,137,314
4,138,470
4,139,103
4,140,437
4,141,0
4,142,366
4,143,45
4,144,496
4,145,164
4,146,364
4,147,0
4,148,457
4,149,81
4,150,475
4,151,90
4,152,261
4,153,103
4,154,122
4,155,14
4,156,294
4,157,412
4,158,67
4,159,45
4,160,0
4,161,368
4,162,270
4,163,210
4,164,38
4,165,163
4,166,231
4,167,265
4,168,450
4,169,283
4,170,94
4,171,67
4,172,467
4,173,426
4,174,79
4,175,83
4,176,364
4,177,486
4,178,459
4,179,41
4,180,326
4,181,141
4,182,156
4,183,48
4,184,87
4,185,298
4,186,338
4,187,462
4,188,432
4,189,22
4,190,15
4,191,0
4,192,395
4,193,334
4,194,293
4,195,328
4,196,0
4,197,280
4,198,490
4,199,126
4,200,351
4,201,233
4,202,0
4,203,0
4,204,248
4,205,175
4,206,161
4,207,164
4,208,441
4,209,205
4,210,190
4,211,55
4,212,239
4,213,231
4,214,50
4,215,0
4,216,443
4,217,128
4,218,462
4,219,168
4,220,370
4,221,391
4,222,264
4,223,451
4,224,12
4,225,0
4,226,235
4,227,111
4,228,25
4,229,0
4,230,452
4,231,345
4,232,275
4,233,0
4,234,69
4,235,373
4,236,207
4,237,206
4,238,0
4,239,186
4,240,38
4,241,231
4,242,144
4,243,320
4,244,61
4,245,50
4,246,407
4,247,286
4,248,387
4,249,309
4,250,257
4,251,0
4,252,0
4,253,412
4,254,234
4,255,458
4,256,168
4,257,164
4,258,316
4,259,154
4,260,260
4,261,273
4,262,289
4,263,418
4,264,0
4,265,57
4,266,299
4,267,461
4,268,353
4,269,306
4,270,496
4,271,498
4,272,296
4,273,27
4,274,88
4,275,370
4,276,431
4,277,421
4,278,17
4,279,359
4,280,10
4,281,215
4,282,354
4,283,257
4,284,472
4,285,435
4,286,32
4,287,266
4,288,167
4,289,245
4,290,161
4,291,236
4,292,176
4,293,347
4,294,370
4,295,412
4,296,313
4,297,491
4,298,286
4,299,483
4,300,153
5,1,361
5,2,361
5,3,246
5,4,479
5,5,370
5,6,63
5,7,279
5,8,203
5,9,489
5,10,75
5,11,148
5,12,41
5,13,227
5,14,383
5,15,104
5,16,139
5,17,357
5,18,56
5,19,301
5,20,26
5,21,272
5,22,120
5,23,0
5,24,368
5,25,349
5,26,3
5,27,476
5,28,335
5,29,450
5,30,334
5,31,494
5,32,147
5,33,465
5,34,334
5,35,274
5,36,436
5,37,468
5,38,214
5,39,91
5,40,19
5,41,204
5,42,96
5,43,493
5,44,149
5,45,5
5,46,309
5,47,172
5,48,329
5,49,253
5,50,69
5,51,240
5,52,415
5,53,84
5,54,332
5,55,96
5,56,0
5,57,152
5,58,388
5,59,313
5,60,460
5,61,219
5,62,45
5,63,49
5,64,72
5,65,480
5,66,134
5,67,229
5,68,489
5,69,299
5,70,6
5,71,185
5,72,32
5,73,239
5,74,208
5,75,473
5,76,361
5,77,354
5,78,470
5,79,189
5,80,113
5,81,245
5,82,383
5,83,192
5,84,282
5,85,388
5,86,341
5,87,391
5,88,387
5,89,404
5,90,0
5,91,361
5,92,470
5,93,32
5,94,463
5,95,294
5,96,85
5,97,267
5,98,349
5,99,299
5,100,461
5,101,415
5,102,0
5,103,213
5,104,30
5,105,345
5,106,371
5,107,0
5,108,2
5,109,297
5,110,0
5,111,359
5,112,0
5,113,479
5,114,479
5,115,147
5,116,394
5,117,329
5,118,331
5,119,192
5,120,196
5,121,470
5,122,193
5,123,0
5,124,448
5,125,335
5,126,61
5,127,276
5,128,66
5,129,115
5,130,388
5,131,0
5,132,345
5,133,218
5,134,422
5,135,236
5,136,142
5,137,449
5,138,58
5,139,0
5,140,315
5,141,453
5,142,124
5,143,52
5,144,229
5,145,361
5,146,126
5,147,206
5,148,277
5,149,443
5,150,72
5,151,149
5,152,470
5,153,164
5,154,396
5,155,165
5,156,449
5,157,339
5,158,212
5,159,32
5,160,303
5,161,467
5,162,348
5,163,254
5,164,0
5,165,330
5,166,403
5,167,357
5,168,77
5,169,95
5,170,243
5,171,116
5,172,363
5,173,238
5,174,288
5,175,214
5,176,69
5,177,131
5,178,332
5,179,0
5,180,190
5,181,0
5,182,98
5,183,0
5,184,310
5,185,448
5,186,0
5,187,301
5,188,287
5,189,107
5,190,171
5,191,466
5,192,0
5,193,493
5,194,383
5,195,246
5,196,357
5,197,105
5,198,123
5,199,398
5,200,239
5,201,184
5,202,185
5,203,255
5,204,412
5,205,241
5,206,164
5,207,190
5,208,24
5,209,114
5,210,9
5,211,479
5,212,369
5,213,79
5,214,118
5,215,427
5,216,282
5,217,351
5,218,391
5,219,495
5,220,379
5,221,87
5,222,181
5,223,369
5,224,95
5,225,278
5,226,491
5,227,0
5,228,0
5,229,484
5,230,25
5,231,212
5,232,323
5,233,363
5,234,112
5,235,192
5,236,0
5,237,479
5,238,248
5,239,9
5,240,0
5,241,7
5,242,0
5,243,275
5,244,9
5,245,358
5,246,413
5,247,92
5,248,50
5,249,124
5,250,270
5,251,182
5,252,204
5,253,0
5,254,236
5,255,357
5,256,351
5,257,42
5,258,440
5,259,17
5,260,0
5,261,283
5,262,327
5,263,0
5,264,256
5,265,331
5,266,290
5,267,499
5,268,0
5,269,22
5,270,462
5,271,455
5,272,139
5,273,0
5,274,0
5,275,461
5,276,337
5,277,0
5,278,162
5,279,0
5,280,74
5,281,365
5,282,476
5,283,0
5,284,124
5,285,435
5,286,460
5,287,197
5,288,72
5,289,353
5,290,257
5,291,178
5,292,0
5,293,430
5,294,0
5,295,315
5,296,204
5,297,168
5,298,0
5,299,231
5,300,183
6,1,193
6,2,349
6,3,195
6,4,0
6,5,409
6,6,38
6,7,0
6,8,365
6,9,79
6,10,163
6,11,47
6,12,0
6,13,185
6,14,53
6,15,96
6,16,286
6,17,209
6,18,46
6,19,48
6,20,402
6,21,198
6,22,0
6,23,399
6,24,0
6,25,464
6,26,125
6,27,87
6,28,87
6,29,155
6,30,75
6,31,0
6,32,216
6,33,401
6,34,0
6,35,127
6,36,254
6,37,101
6,38,70
6,39,486
6,40,431
6,41,412
6,42,226
6,43,418
6,44,334
6,45,70
6,46,309
6,47,103
6,48,91
6,49,496
6,50,377
6,51,252
6,52,401
6,53,193
6,54,403
6,55,59
6,56,103
6,57,280
6,58,394
6,59,488
6,60,483
6,61,225
6,62,426
6,63,420
6,64,408
6,65,256
6,66,156
6,67,338
6,68,217
6,69,38
6,70,307
6,71,206
6,72,473
6,73,355
6,74,19
6,75,185
6,76,416
6,77,327
6,78,56
6,79,337
6,80,86
6,81,23
6,82,331
6,83,205
6,84,170
6,85,221
6,86,51
6,87,262
6,88,286
6,89,295
6,90,192
6,91,396
6,92,354
6,93,177
6,94,248
6,95,213
6,96,44
6,97,482
6,98,179
6,99,234
6,100,267
6,101,244
6,102,0
6,103,232
6,104,154
6,105,0
6,106,12
6,107,332
6,108,410
6,109,380
6,110,90
6,111,170
6,112,491
6,113,409
6,114,95
6,115,337
6,116,15
6,117,453
6,118,304
6,119,3
6,120,106
6,121,361
6,122,33
6,123,410
6,124,96
6,125,101
6,126,135
6,127,251
6,128,328
6,129,199
6,130,301
6,131,181
6,132,317
6,133,345
6,134,153
6,135,303
6,136,0
6,137,61
6,138,60
6,139,356
6,140,199
6,141,71
6,142,217
6,143,326
6,144,471
6,145,89
6,146,251
6,147,96
6,148,231
6,149,444
6,150,5
6,151,100
6,152,494
6,153,335
6,154,351
6,155,364
6,156,251
6,157,290
6,158,0
6,159,150
6,160,0
6,161,148
6,162,235
6,163,396
6,164,282
6,165,294
6,166,397
6,167,188
6,168,388
6,169,0
6,170,280
6,171,218
6,172,425
6,173,127
6,174,17
6,175,179
6,176,45
6,177,61
6,178,122
6,179,378
6,180,180
6,181,313
6,182,85
6,183,402
6,184,106
6,185,292
6,186,144
6,187,87
6,188,361
6,189,294
6,190,440
6,191,461
6,192,49
6,193,385
6,194,471
6,195,0
6,196,336
6,197,444
6,198,75
6,199,425
6,200,432
6,201,251
6,202,324
6,203,213
6,204,39
6,205,451
6,206,207
6,207,143
6,208,450
6,209,487
6,210,298
6,211,0
6,212,376
6,213,0
6,214,326
6,215,184
6,216,408
6,217,112
6,218,423
6,219,138
6,220,146
6,221,296
6,222,437
6,223,176
6,224,391
6,225,0
6,226,0
6,227,236
6,228,0
6,229,81
6,230,1
6,231,220
6,232,353
6,233,452
6,234,82
6,235,449
6,236,336
6,237,43
6,238,463
6,239,27
6,240,157
6,241,387
6,242,336
6,243,0
6,244,0
6,245,40
6,246,116
6,247,228
6,248,0
6,249,419
6,250,441
6,251,68
6,252,118
6,253,375
6,254,53
6,255,452
6,256,196
6,257,386
6,258,329
6,259,74
6,260,0
6,261,313
6,262,226
6,263,110
6,264,78
6,265,316
6,266,441
6,267,460
6,268,386
6,269,374
6,270,494
6,271,406
6,272,142
6,273,128
6,274,308
6,275,146
6,276,354
6,277,0
6,278,449
6,279,266
6,280,97
6,281,152
6,282,402
6,283,489
6,284,198
6,285,256
6,286,37
6,287,7
6,288,479
6,289,199
6,290,292
6,291,280
6,292,391
6,293,395
6,294,0
6,295,8
6,296,21
6,297,486
6,298,260
6,299,365
6,300,213
7,1,206
7,2,0
7,3,316
7,4,43
7,5,262
7,6,499
7,7,275
7,8,301
7,9,428
7,10,330
7,11,0
7,12,374
7,13,123
7,14,0
7,15,0
7,16,233
7,17,29
7,18,380
7,19,90
7,20,363
7,21,6
7,22,488
7,23,265
7,24,370
7,25,191
7,26,400
7,27,376
7,28,395
7,29,172
7,30,140
7,31,135
7,32,296
7,33,255
7,34,185
7,35,0
7,36,86
7,37,131
7,38,458
7,39,371
7,40,380
7,41,23
7,42,7
7,43,242
7,44,472
7,45,477
7,46,19
7,47,468
7,48,336
7,49,165
7,50,469
7,51,139
7,52,293
7,53,258
7,54,27
7,55,412
7,56,24
7,57,36
7,58,444
7,59,433
7,60,45
7,61,5
7,62,150
7,63,156
7,64,125
7,65,303
7,66,396
7,67,376
7,68,390
7,69,78
7,70,0
7,71,120
7,72,326
7,73,450
7,74,0
7,75,389
7,76,435
7,77,158
7,78,272
7,79,215
7,80,31
7,81,73
7,82,48
7,83,0
7,84,433
7,85,359
7,86,235
7,87,44
7,88,259
7,89,420
7,90,304
7,91,223
7,92,67
7,93,134
7,94,475
7,95,359
7,96,168
7,97,140
7,98,484
7,99,400
7,100,56
7,101,85
7,102,161
7,103,275
7,104,395
7,105,158
7,106,437
7,107,81
7,108,156
7,109,357
7,110,111
7,111,168
7,112,365
7,113,183
7,114,26
7,115,134
7,116,90
7,117,0
7,118,232
7,119,282
7,120,237
7,121,407
7,122,7
7,123,0
7,124,114
7,125,422
7,126,352
7,127,331
7,128,0
7,129,470
7,130,12
7,131,102
7,132,228
7,133,48
7,134,425
7,135,63
7,136,0
7,137,87
7,138,222
7,139,203
7,140,196
7,141,89
7,142,466
7,143,144
7,144,77
7,145,0
7,146,126
7,147,256
7,148,282
7,149,45
7,150,71
7,151,330
7,152,270
7,153,411
7,154,10
7,155,401
7,156,246
7,157,249
7,158,290
7,159,199
7,160,14
7,161,113
7,162,0
7,163,144
7,164,0
7,165,272
7,166,300
7,167,499
7,168,127
7,169,137
7,170,406
7,171,29
7,172,486
7,173,434
7,174,199
7,175,430
7,176,89
7,177,304
7,178,378
7,179,468
7,180,361
7,181,486
7,182,73
7,183,97
7,184,415
7,185,253
7,186,90
7,187,47
7,188,0
7,189,11
7,190,1
7,191,315
7,192,67
7,193,91
7,194,433
7,195,31
7,196,0
7,197,470
7,198,57
7,199,441
7,200,38
7,201,483
7,202,301
7,203,155
7,204,500
7,205,486
7,206,328
7,207,333
7,208,363
7,209,356
7,210,315
7,211,115
7,212,418
7,213,158
7,214,151
7,215,374
7,216,0
7,217,294
7,218,395
7,219,17
7,220,163
7,221,496
7,222,328
7,223,480
7,224,170
7,225,122
7,226,164
7,227,454
7,228,421
7,229,328
7,230,172
7,231,136
7,232,355
7,233,0
7,234,56
7,235,25
7,236,376
7,237,86
7,238,253
7,239,180
7,240,52
7,241,404
7,242,334
7,243,116
7,244,38
7,245,18
7,246,164
7,247,54
7,248,0
7,249,193
7,250,39
7,251,460
7,252,174
7,253,315
7,254,361
7,255,0
7,256,85
7,257,223
7,258,52
7,259,499
7,260,357
7,261,474
7,262,136
7,263,153
7,264,26
7,265,282
7,266,79
7,267,0
7,268,0
7,269,0
7,270,321
7,271,103
7,272,0
7,273,327
7,274,42
7,275,60
7,276,204
7,277,459
7,278,47
7,279,199
7,280,454
7,281,96
7,282,135
7,283,135
7,284,138
7,285,78
7,286,342
7,287,0
7,288,414
7,289,498
7,290,117
7,291,431
7,292,268
7,293,275
7,294,480
7,295,452
7,296,154
7,297,0
7,298,366
7,299,0
7,300,265
8,1,347
8,2,76
8,3,388
8,4,486
8,5,498
8,6,99
8,7,217
8,8,0
8,9,104
8,10,322
8,11,305
8,12,467
8,13,414
8,14,0
8,15,204
8,16,439
8,17,235
8,18,7
8,19,320
8,20,401
8,21,213
8,22,291
8,23,389
8,24,52
8,25,289
8,26,403
8,27,275
8,28,450
8,29,197
8,30,293
8,31,20
8,32,207
8,33,312
8,34,206
8,35,0
8,36,170
8,37,26
8,38,472
8,39,191
8,40,0
8,41,156
8,42,432
8,43,357
8,44,498
8,45,69
8,46,381
8,47,423
8,48,374
8,49,331
8,50,0
8,51,468
8,52,380
8,53,265
8,54,421
8,55,0
8,56,34
8,57,260
8,58,400
8,59,451
8,60,89
8,61,427
8,62,30
8,63,234
8,64,0
8,65,102
8,66,422
8,67,204
8,68,64
8,69,124
8,70,305
8,71,492
8,72,301
8,73,177
8,74,458
8,75,426
8,76,146
8,77,0
8,78,0
8,79,400
8,80,439
8,81,116
8,82,138
8,83,263
8,84,0
8,85,393
8,86,243
8,87,332
8,88,411
8,89,0
8,90,413
8,91,365
8,92,330
8,93,459
8,94,179
8,95,112
8,96,347
8,97,320
8,98,53
8,99,0
8,100,495
8,101,192
8,102,305
8,103,153
8,104,247
8,105,0
8,106,328
8,107,142
8,108,365
8,109,334
8,110,77
8,111,124
8,112,413
8,113,415
8,114,339
8,115,72
8,116,336
8,117,152
8,118,215
8,119,378
8,120,0
8,121,293
8,122,176
8,123,114
8,124,327
8,125,465
8,126,184
8,127,433
8,128,337
8,129,93
8,130,242
8,131,133
8,132,287
8,133,94
8,134,461
8,135,46
8,136,115
8,137,158
8,138,455
8,139,134
8,140,238
8,141,241
8,142,0
8,143,298
8,144,37
8,145,100
8,146,445
8,147,272
8,148,28
8,149,78
8,150,103
8,151,292
8,152,235
8,153,442
8,154,399
8,155,0
8,156,91
8,157,30
8,158,0
8,159,390
8,160,296
8,161,251
8,162,400
8,163,0
8,164,325
8,165,220
8,166,197
8,167,0
8,168,375
8,169,8
8,170,388
8,171,98
8,172,0
8,173,0
8,174,116
8,175,177
8,176,53
8,177,302
8,178,34
8,179,153
8,180,234
8,181,306
8,182,223
8,183,69
8,184,462
8,185,385
8,186,486
8,187,416
8,188,117
8,189,68
8,190,12
8,191,87
8,192,365
8,193,20
8,194,328
8,195,274
8,196,305
8,197,339
8,198,429
8,199,0
8,200,214
8,201,64
8,202,243
8,203,106
8,204,323
8,205,0
8,206,52
8,207,139
8,208,359
8,209,426
8,210,262
8,211,61
8,212,402
8,213,102
8,214,399
8,215,268
8,216,184
8,217,152
8,218,281
8,219,107
8,220,247
8,221,2
8,222,0
8,223,0
8,224,294
8,225,77
8,226,400
8,227,371
8,228,464
