order_items_id,order_id,product_id,quantity,unit_price,total_amount
144,51,238,1,108.52,108.52
145,52,175,1,239.58,239.58
146,52,144,2,1176.11,2352.22
147,52,142,1,544.13,544.13
148,53,9,4,1355.55,5422.2
149,53,48,2,124.35,248.7
150,53,151,3,52.78,158.34
151,53,114,3,59.81,179.43
152,54,139,1,392.73,392.73
153,54,157,2,2380.02,4760.04
154,54,129,3,120.28,360.84
155,54,119,1,329.12,329.12
156,55,269,2,107.58,215.16
157,55,145,3,369.8,1109.4
158,55,52,2,36.58,73.16
159,55,100,3,912.5,2737.5
160,55,152,1,133.94,133.94
161,56,53,4,26.41,105.64
162,56,7,4,158.64,634.56
163,56,294,4,133.99,535.96
164,56,146,3,364.03,1092.09
165,57,38,2,2984.65,5969.3
166,57,296,3,95.19,285.57
167,57,28,1,27.85,27.85
168,57,78,2,227.02,454.04
169,58,195,3,46.99,140.97
170,58,231,1,170.32,170.32
171,58,227,1,154.78,154.78
172,58,153,2,41.42,82.84
173,58,220,2,38.34,76.68
174,59,210,4,107.66,430.64
175,60,233,3,107.91,323.73
176,60,37,2,5435.24,10870.48
177,60,120,4,532.02,2128.08
178,61,85,3,279.78,839.34
179,62,207,4,62.51,250.04
180,62,140,4,558.26,2233.04
181,62,257,1,77.56,77.56
182,63,118,1,148.26,148.26
183,64,143,4,55.35,221.4
184,64,93,1,73.99,73.99
185,64,300,4,39.77,159.08
186,64,224,3,203.37,610.11
187,65,148,4,640.43,2561.72
188,65,206,1,125.45,125.45
189,65,282,3,314.44,943.32
190,65,19,3,79.8,239.4
191,66,212,3,1444.67,4334.01
192,66,28,4,27.85,111.4
193,66,97,4,201.04,804.16
194,66,266,1,315.74,315.74
195,67,63,3,160.25,480.75
196,67,15,1,602.6,602.6
197,67,123,4,340.07,1360.28
198,67,82,1,95.5,95.5
199,68,261,4,61.79,247.16
200,68,140,4,558.26,2233.04
201,68,213,2,231.12,462.24
202,69,142,4,544.13,2176.52
203,70,297,4,83.28,333.12
204,70,251,4,87.96,351.84
205,70,77,3,90.53,271.59
206,71,197,4,111.56,446.24
207,71,120,4,532.02,2128.08
208,71,211,4,391.93,1567.72
209,71,23,2,512.22,1024.44
210,71,163,4,150.26,601.04
211,72,270,4,737.96,2951.84
212,73,136,3,407.27,1221.81
213,73,174,4,93.41,373.64
214,73,204,3,362.7,1088.1
215,73,42,4,288.25,1153.0
216,74,47,1,100.93,100.93
217,74,223,1,467.04,467.04
218,75,151,3,52.78,158.34
219,76,90,4,301.61,1206.44
220,76,41,2,82.03,164.06
221,77,5,2,312.42,624.84
222,77,239,1,642.8,642.8
223,77,148,4,640.43,2561.72
224,78,102,1,39.38,39.38
225,78,197,2,111.56,223.12
226,78,248,4,4473.97,17895.88
227,79,141,4,482.39,1929.56
228,79,5,3,312.42,937.26
229,79,290,2,744.49,1488.98
230,79,26,3,979.66,2938.98
231,80,21,3,37.53,112.59
232,81,168,2,74.34,148.68
233,81,213,2,228.6,457.2
234,81,90,3,253.04,759.12
235,82,174,1,93.41,93.41
236,82,59,2,1165.61,2331.22
237,82,240,2,26.71,53.42
238,83,8,4,92.31,369.24
239,83,136,3,407.27,1221.81
240,83,275,3,110.46,331.38
241,83,64,4,72.56,290.24
242,84,168,4,76.47,305.88
243,84,114,1,59.81,59.81
244,84,33,2,824.22,1648.44
245,84,238,1,108.52,108.52
246,84,155,1,80.38,80.38
247,85,190,4,4952.78,19811.12
248,85,277,1,198.38,198.38
249,85,215,4,136.44,545.76
250,85,80,4,180.81,723.24
251,86,186,3,343.69,1031.07
252,86,51,3,223.7,671.1
253,87,11,3,88.33,264.99
254,87,26,2,979.66,1959.32
255,88,120,2,532.02,1064.04
256,88,169,1,537.24,537.24
257,89,68,1,416.05,416.05
258,90,65,4,114.1,456.4
259,91,56,3,408.87,1226.61
260,91,232,4,125.83,503.32
261,91,258,1,57.78,57.78
262,91,114,1,59.81,59.81
263,91,23,4,379.7,1518.8
264,92,165,2,257.39,514.78
265,93,272,4,77.63,310.52
266,93,151,1,52.78,52.78
267,93,233,1,107.91,107.91
268,93,259,2,47.84,95.68
269,94,161,4,258.97,1035.88
270,95,44,1,86.79,86.79
271,96,288,4,236.8,947.2
272,96,169,1,562.15,562.15
273,96,63,3,168.69,506.07
274,96,211,3,403.48,1210.44
275,96,182,3,216.73,650.19
276,97,180,3,206.84,620.52
277,98,286,3,65.95,197.85
278,98,14,3,430.9,1292.7
279,98,137,3,197.81,593.43
280,98,15,3,602.6,1807.8
281,98,93,1,73.99,73.99
282,99,47,2,100.93,201.86
283,100,291,2,25.62,51.24
284,100,44,2,76.36,152.72
285,100,27,1,485.13,485.13
286,101,213,1,207.55,207.55
287,101,140,3,444.13,1332.39
288,101,111,4,215.02,860.08
289,101,263,1,74.16,74.16
290,102,203,1,59.44,59.44
291,102,29,2,74.94,149.88
292,103,255,4,77.24,308.96
293,104,204,1,341.75,341.75
294,105,214,1,493.2,493.2
295,105,149,3,56.4,169.2
296,105,59,2,1165.61,2331.22
297,105,208,4,5119.77,20479.08
298,106,206,3,125.45,376.35
299,106,269,2,107.58,215.16
300,106,41,3,82.03,246.09
301,106,203,2,59.44,118.88
302,106,159,1,176.4,176.4
303,107,76,2,49.74,99.48
304,107,121,3,376.95,1130.85
305,107,53,2,26.41,52.82
306,108,238,3,108.52,325.56
307,108,289,3,37.8,113.4
308,108,297,2,83.28,166.56
309,108,230,4,64.4,257.6
310,109,38,1,2984.65,2984.65
311,109,159,3,176.4,529.2
312,109,237,3,188.93,566.79
313,109,232,1,134.03,134.03
314,109,20,1,49.24,49.24
315,110,293,2,9518.1,19036.2
316,110,97,1,201.04,201.04
317,110,165,4,257.39,1029.56
318,110,244,1,70.8,70.8
319,111,225,3,267.0,801.0
320,111,269,3,107.58,322.74
321,111,268,3,186.9,560.7
322,111,82,4,80.11,320.44
323,112,169,1,537.24,537.24
324,113,171,2,49.52,99.04
325,113,42,3,288.25,864.75
326,114,287,2,553.36,1106.72
327,114,193,1,9668.18,9668.18
328,114,169,4,537.24,2148.96
329,115,99,1,4229.74,4229.74
330,115,116,3,86.77,260.31
331,115,71,1,81.37,81.37
332,115,80,1,180.81,180.81
333,116,85,1,279.78,279.78
334,116,225,4,267.0,1068.0
335,117,120,4,532.02,2128.08
336,117,274,2,72.47,144.94
337,117,123,3,340.07,1020.21
338,117,159,4,176.4,705.6
339,118,71,1,81.12,81.12
340,118,129,4,120.28,481.12
341,119,83,3,138.27,414.81
342,120,179,4,367.91,1471.64
343,120,14,3,430.9,1292.7
344,120,213,2,231.12,462.24
345,120,28,4,30.65,122.6
346,121,71,3,81.37,244.11
347,121,20,4,49.24,196.96
348,122,41,1,82.03,82.03
349,123,122,1,130.97,130.97
350,123,155,2,80.38,160.76
351,123,63,4,160.25,641.0
352,124,275,2,110.46,220.92
353,124,9,3,1355.55,4066.65
354,124,264,4,1374.6,5498.4
355,124,295,1,207.06,207.06
356,124,124,3,201.32,603.96
357,125,35,1,166.21,166.21
358,125,270,4,777.12,3108.48
359,125,279,4,41.73,166.92
360,126,177,2,173.92,347.84
361,127,23,3,512.22,1536.66
362,127,181,2,181.81,363.62
363,128,33,1,618.92,618.92
364,128,235,3,1867.81,5603.43
365,129,279,2,48.38,96.76
366,129,243,3,471.3,1413.9
367,129,130,3,196.25,588.75
368,129,19,1,79.8,79.8
369,130,226,4,105.9,423.6
370,130,198,4,124.56,498.24
371,130,174,3,93.41,280.23
372,130,96,3,177.96,533.88
373,131,151,3,52.78,158.34
374,131,165,3,257.39,772.17
375,131,53,4,26.41,105.64
376,131,41,4,82.03,328.12
377,131,168,2,84.08,168.16
378,132,223,3,467.04,1401.12
379,132,141,2,482.39,964.78
380,132,30,1,165.44,165.44
381,132,39,2,265.8,531.6
382,132,208,4,5119.77,20479.08
383,133,291,3,25.62,76.86
384,133,17,3,177.32,531.96
385,133,79,4,187.04,748.16
386,133,231,1,170.32,170.32
387,134,14,2,467.03,934.06
388,135,229,4,182.92,731.68
389,135,110,2,81.8,163.6
390,135,147,1,143.83,143.83
391,136,164,3,259.43,778.29
392,137,261,2,63.4,126.8
393,137,115,2,485.69,971.38
394,137,63,2,168.69,337.38
395,138,67,4,663.51,2654.04
396,138,45,4,5111.42,20445.68
397,138,34,4,5015.04,20060.16
398,138,159,1,176.4,176.4
399,138,204,2,300.53,601.06
400,139,94,1,61.84,61.84
401,139,67,2,663.51,1327.02
402,139,222,3,106.41,319.23
403,139,258,2,57.78,115.56
404,139,29,2,74.94,149.88
405,140,283,2,594.23,1188.46
406,140,141,3,482.39,1447.17
407,141,88,1,92.09,92.09
408,141,173,1,101.46,101.46
409,142,16,3,69.63,208.89
410,142,255,4,77.55,310.2
411,142,280,2,154.65,309.3
412,142,149,4,56.4,225.6
413,143,238,3,108.52,325.56
414,143,105,3,63.28,189.84
415,143,175,3,239.58,718.74
416,143,74,4,306.84,1227.36
417,144,63,2,176.42,352.84
418,144,137,1,197.81,197.81
419,144,231,1,170.32,170.32
420,144,127,3,242.46,727.38
421,145,98,4,116.76,467.04
422,145,82,4,80.11,320.44
423,145,256,3,255.06,765.18
424,146,181,4,221.87,887.48
425,146,25,3,70.53,211.59
426,146,26,1,979.66,979.66
427,146,145,1,369.8,369.8
428,146,254,4,182.0,728.0
429,147,27,3,485.13,1455.39
430,147,292,3,34.9,104.7
431,147,288,1,236.8,236.8
432,147,100,4,912.5,3650.0
433,148,50,3,293.39,880.17
434,148,202,3,109.28,327.84
435,149,24,1,136.38,136.38
436,150,264,4,1374.6,5498.4
437,150,72,3,201.58,604.74
438,150,168,3,84.08,252.24
439,150,164,4,259.43,1037.72
440,150,84,3,214.78,644.34
441,151,299,3,57.14,171.42
442,151,158,2,210.26,420.52
443,151,14,1,430.9,430.9
444,151,243,4,471.3,1885.2
445,152,17,1,189.07,189.07
446,152,294,2,133.99,267.98
447,153,242,3,798.53,2395.59
448,153,32,4,604.32,2417.28
449,153,71,4,74.61,298.44
450,153,266,3,318.91,956.73
451,153,107,2,136.14,272.28
452,154,248,3,4473.97,13421.91
453,154,99,2,4229.74,8459.48
454,154,127,3,271.36,814.08
455,154,143,3,55.35,166.05
456,154,286,2,65.95,131.9
457,155,63,4,176.42,705.68
458,155,294,4,133.99,535.96
459,155,279,3,41.73,125.19
460,156,227,2,154.78,309.56
461,156,132,2,152.84,305.68
462,156,246,3,42.72,128.16
463,157,26,2,979.66,1959.32
464,157,272,2,77.63,155.26
465,158,3,2,114.83,229.66
466,158,282,4,335.64,1342.56
467,159,147,2,143.83,287.66
468,159,31,1,79.21,79.21
469,159,46,2,64.02,128.04
470,160,96,3,171.36,514.08
471,160,149,1,63.35,63.35
472,160,20,3,49.24,147.72
473,160,5,3,312.42,937.26
474,161,99,2,4229.74,8459.48
475,161,58,4,158.45,633.8
476,161,170,3,845.55,2536.65
477,162,208,3,5119.77,15359.31
478,162,219,1,640.16,640.16
479,163,4,4,70.68,282.72
480,163,134,2,261.22,522.44
481,164,185,1,118.55,118.55
482,164,121,4,376.95,1507.8
483,164,32,3,604.32,1812.96
484,165,189,2,87.0,174.0
485,165,114,4,59.81,239.24
486,165,113,2,545.6,1091.2
487,166,112,3,97.46,292.38
488,166,127,1,242.46,242.46
489,166,42,1,288.25,288.25
490,166,270,1,777.12,777.12
491,166,229,2,182.92,365.84
492,167,299,1,57.14,57.14
493,167,251,4,87.96,351.84
494,168,158,1,210.26,210.26
495,168,12,2,423.08,846.16
496,168,203,1,59.44,59.44
497,168,131,1,151.63,151.63
498,169,17,2,189.07,378.14
499,169,147,4,143.83,575.32
500,169,210,3,107.66,322.98
501,169,93,4,74.42,297.68
502,170,179,2,367.91,735.82
503,170,61,4,175.93,703.72
504,171,279,2,41.73,83.46
505,171,218,2,53.79,107.58
506,171,273,4,163.49,653.96
507,171,195,3,51.3,153.9
508,172,9,1,1355.55,1355.55
509,172,124,1,251.55,251.55
510,172,106,4,502.86,2011.44
511,172,35,1,151.96,151.96
512,173,258,2,57.78,115.56
513,173,149,3,63.35,190.05
514,174,267,4,276.85,1107.4
515,174,114,3,59.81,179.43
516,175,254,3,182.0,546.0
517,175,25,4,70.53,282.12
518,175,177,4,248.63,994.52
519,175,196,2,68.93,137.86
520,175,269,3,101.99,305.97
521,176,238,4,108.52,434.08
522,176,30,4,165.44,661.76
523,177,231,3,170.32,510.96
524,178,21,4,37.53,150.12
525,178,38,2,2984.65,5969.3
526,178,97,3,201.04,603.12
527,178,287,3,553.36,1660.08
528,178,112,1,97.46,97.46
529,179,204,3,341.75,1025.25
530,179,123,3,340.07,1020.21
531,180,255,2,71.89,143.78
532,180,239,3,642.8,1928.4
533,180,51,3,223.7,671.1
534,180,241,4,237.51,950.04
535,180,164,1,259.43,259.43
536,181,297,3,83.28,249.84
537,181,214,2,522.07,1044.14
538,181,152,4,133.94,535.76
539,181,79,2,221.9,443.8
540,181,101,4,156.57,626.28
541,182,87,4,116.31,465.24
542,182,181,2,181.81,363.62
543,182,72,1,201.58,201.58
544,182,280,1,154.65,154.65
545,183,35,1,166.21,166.21
546,183,78,2,252.79,505.58
547,184,250,4,725.02,2900.08
548,184,9,1,1355.55,1355.55
549,184,4,1,70.68,70.68
550,184,273,3,173.28,519.84
551,185,50,2,293.39,586.78
552,186,41,2,85.95,171.9
553,186,192,2,314.9,629.8
554,186,208,3,5119.77,15359.31
555,186,236,1,48.49,48.49
556,187,283,2,594.23,1188.46
557,187,244,1,70.8,70.8
558,187,29,4,74.94,299.76
559,187,5,4,312.42,1249.68
560,188,109,4,21.64,86.56
561,188,291,3,25.62,76.86
562,189,162,2,803.06,1606.12
563,189,9,2,1237.08,2474.16
564,190,124,4,201.32,805.28
565,190,291,2,25.62,51.24
566,190,200,1,51.39,51.39
567,190,277,3,198.38,595.14
568,190,170,1,845.55,845.55
569,191,204,4,362.7,1450.8
570,191,168,2,76.47,152.94
571,191,16,3,82.24,246.72
572,191,140,4,558.26,2233.04
573,191,231,4,170.32,681.28
574,192,38,3,2984.65,8953.95
575,192,43,2,930.93,1861.86
576,193,47,1,100.93,100.93
577,194,221,4,484.99,1939.96
578,194,230,1,64.4,64.4
579,195,7,1,158.64,158.64
580,195,150,2,255.14,510.28
581,195,212,2,1444.67,2889.34
582,195,199,4,122.3,489.2
583,196,223,4,467.04,1868.16
584,196,142,3,486.87,1460.61
585,197,101,1,156.57,156.57
586,197,235,4,1867.81,7471.24
587,197,55,3,361.92,1085.76
588,197,70,4,79.39,317.56
589,197,156,3,138.39,415.17
590,198,165,3,257.39,772.17
591,198,103,2,88.38,176.76
592,198,246,4,34.74,138.96
593,199,193,3,9668.18,29004.54
594,199,144,1,1176.11,1176.11
595,199,202,2,109.28,218.56
596,200,108,4,368.57,1474.28
597,200,225,4,267.0,1068.0
598,200,150,2,195.93,391.86
599,200,36,3,184.31,552.93
600,201,246,4,34.74,138.96
601,201,299,1,57.14,57.14
602,201,206,3,125.45,376.35
603,201,274,1,72.47,72.47
604,202,23,1,477.55,477.55
605,202,289,1,37.8,37.8
606,202,205,1,92.31,92.31
607,202,170,3,845.55,2536.65
608,202,221,2,484.99,969.98
609,203,201,2,83.06,166.12
610,203,238,3,108.52,325.56
611,203,257,1,77.56,77.56
612,204,179,3,395.14,1185.42
613,204,160,4,103.53,414.12
614,205,164,1,259.43,259.43
615,205,35,1,166.21,166.21
616,205,154,3,174.02,522.06
617,205,23,1,512.22,512.22
618,206,170,4,845.55,3382.2
619,206,287,4,553.36,2213.44
620,207,15,4,602.6,2410.4
621,207,102,1,39.38,39.38
622,207,231,2,170.32,340.64
623,207,220,2,38.34,76.68
624,208,188,2,50.01,100.02
625,208,167,4,125.02,500.08
626,209,199,4,122.3,489.2
627,209,201,2,83.06,166.12
628,209,59,3,1165.61,3496.83
629,209,179,1,439.0,439.0
630,209,181,2,194.75,389.5
631,210,262,4,177.88,711.52
632,210,199,2,122.3,244.6
633,211,86,3,137.39,412.17
634,211,251,4,87.96,351.84
635,211,148,1,640.43,640.43
636,211,72,3,200.08,600.24
637,211,96,1,177.96,177.96
638,212,252,2,532.04,1064.08
639,212,213,1,207.55,207.55
640,212,228,1,185.36,185.36
641,212,251,2,87.96,175.92
642,213,290,1,744.49,744.49
643,213,254,1,182.0,182.0
644,213,282,3,335.64,1006.92
645,213,262,3,177.88,533.64
646,214,127,3,242.46,727.38
647,215,122,2,130.97,261.94
648,216,72,2,201.58,403.16
649,216,106,1,502.86,502.86
650,217,149,1,48.43,48.43
651,217,294,2,133.99,267.98
652,217,137,4,197.81,791.24
653,218,127,2,232.1,464.2
654,218,202,3,109.28,327.84
655,218,251,4,87.96,351.84
656,219,189,3,87.0,261.0
657,219,233,1,107.91,107.91
658,219,250,1,725.02,725.02
659,220,112,3,97.46,292.38
660,220,220,3,38.34,115.02
661,220,109,3,21.64,64.92
662,220,254,3,196.52,589.56
663,221,51,4,223.7,894.8
664,222,68,2,416.05,832.1
665,222,155,3,80.38,241.14
666,223,203,3,59.44,178.32
667,224,245,2,75.04,150.08
668,224,40,2,62.79,125.58
669,225,217,2,324.83,649.66
670,226,189,4,87.0,348.0
671,226,154,2,164.42,328.84
672,226,71,2,72.3,144.6
673,227,110,4,81.8,327.2
674,227,78,2,252.79,505.58
675,227,211,1,391.93,391.93
676,228,162,1,803.06,803.06
677,228,72,2,236.51,473.02
678,228,127,3,232.1,696.3
679,228,142,1,486.87,486.87
680,229,28,4,30.65,122.6
681,229,123,1,340.07,340.07
682,229,254,2,196.52,393.04
683,230,199,4,122.3,489.2
684,230,292,3,30.72,92.16
685,231,8,3,92.31,276.93
686,232,213,2,228.6,457.2
687,232,217,3,265.64,796.92
688,232,206,1,125.45,125.45
689,232,43,3,930.93,2792.79
690,232,275,1,113.63,113.63
691,233,224,2,203.37,406.74
692,233,123,1,340.07,340.07
693,233,30,4,165.44,661.76
694,234,7,2,158.64,317.28
695,235,191,3,217.48,652.44
696,235,65,1,108.05,108.05
697,236,40,1,62.79,62.79
698,236,255,4,77.55,310.2
699,236,234,2,157.34,314.68
700,236,262,3,177.88,533.64
701,236,185,2,118.55,237.1
702,237,2,4,54.72,218.88
703,237,23,3,477.55,1432.65
704,237,7,4,158.64,634.56
705,237,126,2,105.42,210.84
706,237,24,2,136.38,272.76
707,238,214,3,522.07,1566.21
708,238,164,1,259.43,259.43
709,239,24,3,136.38,409.14
710,239,206,3,125.45,376.35
711,239,36,1,184.31,184.31
712,239,239,4,642.8,2571.2
713,239,145,1,369.8,369.8
714,240,189,2,87.0,174.0
715,240,253,2,37.84,75.68
716,240,101,1,156.57,156.57
717,240,280,4,154.65,618.6
718,241,193,3,9668.18,29004.54
719,242,48,4,124.35,497.4
720,242,23,3,496.97,1490.91
721,242,119,4,396.02,1584.08
722,243,291,1,25.62,25.62
723,244,163,2,150.26,300.52
724,244,232,1,117.39,117.39
725,244,140,2,558.26,1116.52
726,245,161,3,258.97,776.91
727,245,209,2,299.28,598.56
728,245,62,4,56.51,226.04
729,245,275,3,110.46,331.38
730,246,21,2,37.53,75.06
731,246,111,3,215.02,645.06
732,246,168,4,76.47,305.88
733,246,76,1,41.94,41.94
734,246,47,3,100.93,302.79
735,247,49,1,109.83,109.83
736,247,237,2,188.93,377.86
737,248,191,1,217.48,217.48
738,248,44,1,111.3,111.3
739,248,299,1,57.14,57.14
740,248,133,2,153.35,306.7
741,249,26,4,979.66,3918.64
742,249,87,4,116.31,465.24
743,249,294,1,133.99,133.99
744,249,222,4,106.41,425.64
745,250,77,4,101.24,404.96
746,250,18,4,4347.52,17390.08
747,250,126,4,105.42,421.68
748,250,152,1,133.94,133.94
749,251,279,4,41.73,166.92
750,251,10,3,42.91,128.73
751,252,93,2,73.99,147.98
752,252,14,1,430.9,430.9
753,252,164,3,259.43,778.29
754,253,127,2,242.46,484.92
755,254,89,3,185.24,555.72
756,254,91,3,97.41,292.23
757,254,122,1,130.97,130.97
758,255,278,1,405.4,405.4
759,255,159,1,176.4,176.4
760,255,90,1,226.17,226.17
761,255,252,2,576.27,1152.54
762,256,104,1,2507.07,2507.07
763,256,67,1,663.51,663.51
764,256,175,2,189.65,379.3
765,256,91,2,101.6,203.2
766,256,166,1,122.59,122.59
767,257,52,2,36.58,73.16
768,257,173,4,101.46,405.84
769,257,155,4,80.38,321.52
770,257,166,3,122.59,367.77
771,257,70,2,79.39,158.78
772,258,90,2,226.17,452.34
773,258,194,1,136.81,136.81
774,258,158,4,210.26,841.04
775,258,151,1,52.78,52.78
776,258,66,2,41.56,83.12
777,259,73,3,609.9,1829.7
778,259,170,3,738.7,2216.1
779,259,40,2,62.79,125.58
780,259,122,1,130.97,130.97
781,260,108,3,368.57,1105.71
782,260,128,3,1363.48,4090.44
783,260,35,1,166.21,166.21
784,261,212,4,1444.67,5778.68
785,261,253,3,34.7,104.1
786,262,232,1,134.03,134.03
787,262,38,3,2984.65,8953.95
788,263,83,3,138.27,414.81
789,263,39,4,265.8,1063.2
790,263,281,1,34.7,34.7
791,263,48,4,124.35,497.4
792,264,106,3,438.88,1316.64
793,264,98,3,116.76,350.28
794,264,210,3,107.66,322.98
795,265,185,1,118.55,118.55
796,266,14,2,467.03,934.06
797,267,242,4,798.53,3194.12
798,267,251,2,87.96,175.92
799,267,136,3,407.27,1221.81
800,267,47,4,100.93,403.72
801,268,138,1,75.42,75.42
802,268,289,2,37.8,75.6
803,269,212,4,1815.77,7263.08
804,269,117,4,795.33,3181.32
805,269,284,2,33.21,66.42
806,269,32,4,604.32,2417.28
807,269,199,3,122.3,366.9
808,270,76,2,51.23,102.46
809,270,62,2,56.51,113.02
810,270,230,2,64.4,128.8
811,270,89,1,185.24,185.24
812,270,86,4,137.39,549.56
813,271,133,4,153.6,614.4
814,271,164,3,259.43,778.29
815,271,35,3,166.21,498.63
816,271,45,4,5111.42,20445.68
817,271,199,1,122.3,122.3
818,272,76,1,49.74,49.74
819,272,291,1,25.62,25.62
820,273,197,4,111.56,446.24
821,273,249,1,333.6,333.6
822,273,293,2,9518.1,19036.2
823,274,170,3,845.55,2536.65
824,274,122,3,130.97,392.91
825,274,26,1,979.66,979.66
826,274,244,3,70.8,212.4
827,275,154,3,177.06,531.18
828,275,227,3,154.78,464.34
829,276,249,2,333.6,667.2
830,276,265,1,192.94,192.94
831,276,192,3,314.9,944.7
832,276,29,4,74.94,299.76
833,277,30,1,165.44,165.44
834,277,128,4,1363.48,5453.92
835,278,64,4,72.56,290.24
836,278,16,4,82.24,328.96
837,278,124,2,251.55,503.1
838,278,191,4,217.48,869.92
839,279,15,2,602.6,1205.2
840,279,198,2,124.56,249.12
841,279,26,2,979.66,1959.32
842,280,5,4,312.42,1249.68
843,281,157,4,2380.02,9520.08
844,281,141,3,482.39,1447.17
845,281,217,2,324.83,649.66
846,281,193,4,9668.18,38672.72
847,281,179,3,367.91,1103.73
848,282,288,1,236.8,236.8
849,282,145,4,369.8,1479.2
850,282,153,1,41.42,41.42
851,283,97,2,201.04,402.08
852,283,77,1,82.38,82.38
853,283,265,4,192.94,771.76
854,284,215,1,136.44,136.44
855,284,208,2,5119.77,10239.54
856,284,199,3,122.3,366.9
